GenomeID	num_contigs	total_length	gc	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	PredictedMobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_cluster	GenomeID	clust_90	clust_91	clust_92	clust_93	clust_94	clust_95	clust_96	clust_97	clust_98	clust_99	clust_100
CP022495	1	236555	45.44186341	IncFIA,IncHI1B	CP032169_00114,AF250878	MOBH,MOBH	CP030285_00102,NC_013365_00169	MPF_F	NC_002305_00120,NC_005211_00030,NC_019360_00278,NC_009981_00239,NC_019360_00256,NC_019360_00255,NC_002305_00127	-	-	Conjugative	CP022495	0	918	CP022495	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	8735
CP022498	1	31173	61.45061431	IncQ1	000192__AM183225_00009	MOBQ	CP022499	-	-	MOBQ,MOBQ	CP011585,KU674895	Mobilizable	CP022498	0	184	CP022498	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9387
CP022499	1	38945	54.90306843	rep_cluster_2335,IncQ1	KU302809_00001,000192__AM183225_00009	MOBQ	CP022499	-	-	MOBP,MOBQ	AJ001708,KU674895	Mobilizable	CP022499	0	184	CP022499	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9794
CP022501	1	1857	48.03446419	-	-	-	-	-	-	-	-	Non-mobilizable	CP022501	0	7565	CP022501	4	4	4	4	4	4	4	5	6	7	7
CP022502	1	66760	44.58508089	IncX1	000218__CP001123	MOBP,MOBP	NC_019097,CP022502_00062	-	-	MOBP	KM107848	Mobilizable	CP022502	0	729	CP022502	1206	1269	1340	1442	1555	1691	1846	2045	2272	2572	3816
CP022516	1	64728	43.75231739	rep_cluster_952	002435__CP022516	MOBB	CP022516_00068	-	-	-	-	Mobilizable	CP022516	0	8457	CP022516	3292	3433	3589	3802	4067	4415	4840	5451	6248	7444	14692
CP022518	1	196103	50.74323187	rep_cluster_1441	000782__CP016891_00080	-	-	-	-	-	-	Non-mobilizable	CP022518	0	4647	CP022518	1525	1666	1822	2035	2300	2648	3073	3684	4481	5676	12923
CP022519	1	130944	51.74425709	rep_cluster_807	002288__NZ_CM003470_00143	-	-	-	-	MOB_unknown	CP016709	Mobilizable	CP022519	0	4651	CP022519	447	462	478	502	533	564	595	630	691	774	1088
CP022520	1	72356	53.25474045	rep_cluster_2315	CP022520_00051	-	-	MPF_G	NC_014304_00045,NC_014304_00046,NC_018999_00045,NC_014304_00056,NC_014304_00062,NC_014304_00040,NC_014304_00041	-	-	Non-mobilizable	CP022520	0	6072	CP022520	1280	1347	1426	1534	1653	1802	1974	2186	2420	2725	4011
CP022533	1	330060	47.31109495	IncHI2A,rep_cluster_1088	BX664015,000340__KU353730	MOBH	NC_012555_00231	MPF_F	NC_005211_00200,NC_005211_00207,NC_005211_00005,NC_009838_00006,NC_005211_00012,NC_021845_00017,NC_005211_00030	MOBH	NC_017484	Conjugative	CP022533	0	922	CP022533	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9750
CP022534	1	126208	54.42761156	IncFIA,IncFII	CP022275_00044,CP019890_00139	MOBF	NC_014107_00160	MPF_F	NC_014107_00159,NC_014107_00155,NC_014107_00154,NC_014107_00146,NC_014107_00145,NC_014107_00139,NC_014107_00137,NC_014107_00135,NC_009425_00108,NC_014107_00127,NC_014107_00126,NC_014107_00125	-	-	Conjugative	CP022534	0	977	CP022534	1364	1467	1574	1732	1922	2182	2502	2965	3595	4788	12029
CP022536	1	29239	23.93720715	-	-	-	-	-	-	-	-	Non-mobilizable	CP022536	0	8458	CP022536	2011	2152	2308	2521	2786	3134	3559	4170	4967	6163	13411
CP022541	1	372263	60.30333393	-	-	-	-	-	-	-	-	Non-mobilizable	CP022541	0	4470	CP022541	630	649	672	706	750	797	846	904	1008	1138	1653
CP022542	1	154467	62.80241087	-	-	-	-	-	-	-	-	Non-mobilizable	CP022542	0	6446	CP022542	2829	2970	3126	3339	3604	3952	4377	4988	5785	6981	14229
CP022543	1	81447	60.42334279	rep_cluster_392,rep_cluster_160	001717__CP019309,000980__NC_009955_00156	-	-	-	-	-	-	Non-mobilizable	CP022543	0	7277	CP022543	2080	2221	2377	2590	2855	3203	3628	4239	5036	6232	13480
CP022546	1	51329	71.14886322	-	-	-	-	-	-	-	-	Non-mobilizable	CP022546	0	5567	CP022546	341	354	366	385	410	434	457	484	519	567	818
CP022549	1	196579	53.9788075	-	-	-	-	-	-	-	-	Non-mobilizable	CP022549	0	8459	CP022549	2876	3017	3173	3386	3651	3999	4424	5035	5832	7028	14276
CP022554	1	23022	41.53852836	-	-	-	-	-	-	-	-	Non-mobilizable	CP022554	0	8460	CP022554	3229	3370	3526	3739	4004	4352	4777	5388	6185	7381	14629
CP022557	1	17243	39.52328481	Col(SD853)	NC_015392	MOBV,MOBV	NC_005311_00009,NC_022531_00004	-	-	-	-	Mobilizable	CP022557	0	525	CP022557	1364	1467	1567	1699	1845	2018	2208	2446	2716	3048	4502
CP022558	1	8020	39.97506234	Col(SD853)	NC_015392	MOBV	LN999830_00004	-	-	-	-	Mobilizable	CP022558	0	525	CP022558	1364	1467	1567	1699	1845	2018	2208	2446	2716	3048	4503
CP022563	1	130536	56.73377459	rep_cluster_398	001720__CP003962	MOBP	CP039372_00119	MPF_I	NC_015855_00072,NC_015855_00068,NC_015855_00067,NC_015855_00065,NC_015855_00064,NC_015855_00013,NC_015855_00005,NC_015855_00139	-	-	Conjugative	CP022563	0	4423	CP022563	1364	1467	1574	1752	2016	2364	2789	3400	4197	5390	12631
CP022568	1	326874	61.07919259	rep_cluster_841	002324__CP013491_00052	MOBQ	CP022568_00226	MPF_T	NC_016815_01382	-	-	Conjugative	CP022568	0	2837	CP022568	1003	1041	1084	1150	1227	1325	1437	1539	1688	1887	2632
CP022569	1	264815	61.36359345	-	-	-	-	-	-	-	-	Non-mobilizable	CP022569	0	2846	CP022569	783	808	841	885	937	991	1059	1132	1251	1410	2035
CP022570	1	12967	61.17066399	-	-	-	-	-	-	-	-	Non-mobilizable	CP022570	0	8461	CP022570	2345	2486	2642	2855	3120	3468	3893	4504	5301	6497	13745
CP022574	1	170415	52.72716604	rep_cluster_2183,IncFII,IncFIB	CP033468_00001,000130__CP023489,000107__CP014778_00094	MOBF	NC_021231_00058	MPF_F	NC_021502_00150,NC_023905_00125,NC_019165_00034,NC_021654_00016,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_021502_00131,NC_021654_00004,NC_023332_00154,NC_014312_00118,NC_014312_00116	-	-	Conjugative	CP022574	0	820	CP022574	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9497
CP022576	1	13841	53.68109241	ColRNAI_rep_cluster_1857	000003__NC_002119_00001	MOBC	NC_009793_00003	-	-	-	-	Mobilizable	CP022576	0	1376	CP022576	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9729
CP022581	1	105060	64.16523891	rep_cluster_1611	000995__CP022581_00052	-	-	-	-	-	-	Non-mobilizable	CP022581	0	7585	CP022581	3178	3319	3475	3688	3953	4301	4726	5337	6134	7330	14578
CP022602	1	19701	50.67255469	-	-	-	-	-	-	-	-	Non-mobilizable	CP022602	0	7383	CP022602	4135	4276	4432	4645	4910	5258	5683	6294	7091	8287	15535
CP022608	1	17939	28.03946708	rep_cluster_1733,rep_cluster_2100,rep_cluster_1017,rep_cluster_1017	CP000737,AP003089,000261__GQ900456,GQ900473	-	-	-	-	MOBV,MOBV	JQ004409,CP018471	Mobilizable	CP022608	0	2439	CP022608	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	8346
CP022610	1	137128	50.65413336	IncFIA,IncFIC,IncFIA,IncFIB	000094__NZ_CP015070_00117,CR942285,CP022610_00144,000096__NC_019117_00097	MOBF	AP018572_00011	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_014615_00033	MOBF	LN824137	Conjugative	CP022610	0	113	CP022610	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	10779
CP022612	1	334957	47.53296692	IncFIB,IncHI1B,rep_cluster_1254,IncR,IncFIA	CP024497_00001,JN420336,000562__KT346360_00001,000204__CP008701_00115,CP032169_00114	MOBH	NC_016980_00239	MPF_F	NC_023911_00309,NC_018107_00235,NC_016980_00099,NC_016980_00110,NC_018107_00101,NC_016980_00240	-	-	Conjugative	CP022612	0	4070	CP022612	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9750
CP022659	1	70062	52.97879021	rep_cluster_2132	CP022659_00009	-	-	-	-	-	-	Non-mobilizable	CP022659	0	510	CP022659	3285	3426	3582	3795	4060	4408	4833	5444	6241	7437	14685
CP022660	1	290957	51.30105136	IncFII	CP000670	MOBF	CP022660_00273	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_013437_00116,NC_007675_00027,NC_017054_00096,NC_019094_00068,NC_014615_00033,NZ_CM001154_00067,NZ_CM001063_00039	-	-	Conjugative	CP022660	0	998	CP022660	1364	1467	1574	1732	1922	2220	2645	3256	4053	5246	12487
CP022661	1	143770	51.09410865	-	-	-	-	-	-	-	-	Non-mobilizable	CP022661	0	429	CP022661	1245	1310	1387	1492	1608	1750	1908	2114	2345	2649	3911
CP022662	1	132606	49.3446752	IncFIB	000106__CP022118	-	-	-	-	-	-	Non-mobilizable	CP022662	0	907	CP022662	1364	1467	1574	1732	1922	2182	2502	2965	3549	4677	11918
CP022669	1	327451	57.58205044	rep_cluster_471	001820__CP013523_00221	MOBQ	NC_002575_00134	MPF_T	NC_019555_00155,NC_009621_00340,NC_002575_00131	-	-	Conjugative	CP022669	0	7581	CP022669	2040	2181	2337	2550	2815	3163	3588	4199	4996	6192	13440
CP022670	1	179782	58.78007809	rep_cluster_96	002445__CP022670_00071	MOBP	CP022670_00134	MPF_T	NC_011370_00134,NC_011370_00135,NC_011370_00139,NC_021909_00030,NC_011370_00141,NC_011370_00144	-	-	Conjugative	CP022670	0	7578	CP022670	399	414	428	449	478	506	534	565	614	689	979
CP022671	1	18458	58.98797269	-	-	-	-	-	-	-	-	Non-mobilizable	CP022671	0	8462	CP022671	4240	4381	4537	4750	5015	5363	5788	6399	7196	8392	15640
CP022673	1	113079	51.40565445	IncI-gamma/K1	KT754167	MOBP	NC_013728_00087	MPF_I	NC_014843_00033,NC_022992_00098,NC_012487_00131,NC_022371_00084,NC_014843_00041,NC_011754_00109,NC_007365_00035,NC_014843_00047,NC_011754_00087	MOBP	FR821780	Conjugative	CP022673	0	725	CP022673	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	10649
CP022675	1	21959	34.92873082	-	-	MOBQ	CP016792_00006	-	-	-	-	Mobilizable	CP022675	0	4185	CP022675	4183	4324	4480	4693	4958	5306	5731	6342	7139	8335	15583
CP022676	1	17285	34.60225629	-	-	MOBV	CP022676_00003	-	-	-	-	Mobilizable	CP022676	0	7087	CP022676	1069	1109	1158	1228	1310	1413	1534	1652	1822	2043	2881
CP022677	1	9202	33.51445338	-	-	-	-	-	-	-	-	Non-mobilizable	CP022677	0	7087	CP022677	1069	1109	1158	1228	1310	1413	1534	1652	1822	2043	2883
CP022678	1	7873	32.82103391	-	-	-	-	-	-	-	-	Non-mobilizable	CP022678	0	7087	CP022678	1069	1109	1158	1228	1310	1413	1534	1652	1822	2043	2882
CP022679	1	2921	33.48168435	-	-	-	-	-	-	-	-	Non-mobilizable	CP022679	0	7087	CP022679	1069	1109	1158	1228	1310	1413	1534	1652	1822	2043	2884
CP022681	1	26370	40.07584376	-	-	-	-	-	-	-	-	Non-mobilizable	CP022681	0	8463	CP022681	3565	3706	3862	4075	4340	4688	5113	5724	6521	7717	14965
CP022683	1	39353	27.75137855	rep_cluster_2176,rep_cluster_155,rep_cluster_1017	AP003089,000915__CP001784_00003,000261__GQ900456	-	-	-	-	-	-	Non-mobilizable	CP022683	0	2436	CP022683	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7338
CP022687	1	11499	45.07348465	rep_cluster_2486,rep_cluster_2350	CP023342_00005,CP041342_00001	MOBP,MOBF	CP022687_00005,CP019897	-	-	MOB_unknown	NC_017662	Mobilizable	CP022687	0	391	CP022687	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7178
CP022688	1	92032	47.53672636	IncFIA,IncFIA,IncFIB	000136__AP014877_00014,CP034796_00028,000095__NZ_CP014273_00094	-	-	-	-	-	-	Non-mobilizable	CP022688	0	3790	CP022688	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7819
CP022692	1	207349	52.93587141	IncFIB,rep_cluster_2183,IncFII	000107__CP014778_00094,CP033468_00001,000130__CP023489	MOBF	NC_021231_00058	MPF_F	NC_021502_00150,NC_023905_00125,NC_019165_00034,NC_021654_00016,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_021502_00131,NC_021654_00004,NC_023332_00154,NC_014312_00118,NC_014312_00116	-	-	Conjugative	CP022692	0	2726	CP022692	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9750
CP022694	1	43376	46.82773884	IncX3	000221__NC_025130_00012	MOBP	NC_020552_00059	MPF_T	NC_017624_00009,NC_019083_00030,NC_019157_00030,NC_019157_00029,NC_023277_00163	-	-	Conjugative	CP022694	0	1087	CP022694	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	10190
CP022696	1	328945	47.83079238	IncHI2A,rep_cluster_1088	BX664015,000340__KU353730	MOBH	NC_012555_00231	MPF_F	NC_005211_00005,NC_009838_00006,NC_005211_00012,NC_021845_00017,NC_005211_00030,NC_005211_00207,NC_005211_00200	MOBH	NC_017484	Conjugative	CP022696	0	922	CP022696	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9750
CP022697	1	149207	53.42644782	IncFIB,rep_cluster_2272,IncFII	CP019182_00137,CP042519_00001,000122__JQ418538	MOBF	NC_021501_00073	MPF_F	NC_021501_00074,NC_021501_00076,NC_006323_00113,NC_021501_00083,NC_021501_00084,NC_021501_00085,NC_006323_00105,NC_009378_00101,NC_006323_00097,NC_006323_00096,NC_021501_00097	-	-	Conjugative	CP022697	0	1032	CP022697	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	11054
CP022698	1	107249	54.12917603	IncR,IncFII,rep_cluster_2183	000204__CP008701_00115,000130__CP023489,CP033468_00001	MOBF	NC_021231_00058	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_019389_00068,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_019389_00080,NC_021654_00016,NC_019165_00034,NC_023905_00125,NC_021502_00150	-	-	Conjugative	CP022698	0	2323	CP022698	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	10247
CP022700	1	151013	52.19683074	-	-	MOBF	NC_021976_00162	MPF_I	NC_013211_00105,NC_013211_00112	-	-	Conjugative	CP022700	0	2803	CP022700	1364	1458	1551	1679	1818	1989	2175	2404	2664	2991	4423
CP022710	1	75468	41.47983251	rep_cluster_1328	000646__CP012296_00043	MOBQ	NC_011352_00007	MPF_T	NC_011839_00038,NC_011352_00013	-	-	Conjugative	CP022710	0	2990	CP022710	1364	1467	1574	1732	1922	2182	2502	2965	3529	4092	6306
CP022711	1	11504	34.63143255	rep_cluster_1244	000552__NC_021528_00011	-	-	-	-	-	-	Non-mobilizable	CP022711	0	3053	CP022711	1364	1467	1574	1732	1986	2334	2759	3370	4167	5360	12601
CP022716	1	7699	60.92999091	IncQ1	000196__Z74787_00004	-	-	-	-	MOBQ	CU928146	Mobilizable	CP022716	0	187	CP022716	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7694
CP022726	1	144252	53.93824696	IncP	000188__NC_013973_00002	MOBF	CP022726_00162	MPF_F	NC_014305_00144,NC_017807_00030	-	-	Conjugative	CP022726	0	3662	CP022726	2194	2335	2491	2704	2969	3317	3742	4353	5150	6346	13594
CP022727	1	130525	55.49818043	rep_cluster_1099	000354__NC_018978_00001	-	-	-	-	-	-	Non-mobilizable	CP022727	0	8464	CP022727	2245	2386	2542	2755	3020	3368	3793	4404	5201	6397	13645
CP022731	1	198748	49.35697466	IncFIC,rep_cluster_2244,IncFIB,rep_cluster_2313	AP001918,CP033091_00053,000095__NZ_CP014273_00094,CP025980_00001	MOBF,MOBF	NC_011980_00044,MF535908_00027	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_014615_00033,NC_010719_00096,08-5333_00200	-	-	Conjugative	CP022731	0	115	CP022731	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	11008
CP022732	1	113162	50.65746452	IncFIC,IncFIA	CR942285,CP022610_00144	MOBF	NC_017627_00068	MPF_F	08-5333_00200,NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_014615_00033	MOBF	DQ286390	Conjugative	CP022732	0	758	CP022732	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	10898
CP022733	1	96658	48.10569223	IncHI1B	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP022733	0	1183	CP022733	1364	1467	1574	1732	1922	2182	2502	2965	3549	4538	11779
CP022734	1	106936	49.88123738	IncI-gamma/K1	CP001118	MOBP	NC_019097	MPF_I	NC_019097_00085,NZ_CM001473_00069,NC_022267_00069,NC_019097_00075,NC_015965_00072,NC_023290_00086,NC_019111_00038,NC_022267_00057,NC_019097_00056	MOBP	HM021326	Conjugative	CP022734	0	8	CP022734	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	11222
CP022735	1	241600	46.24172185	rep_cluster_1088,IncHI2A	000340__KU353730,BX664015	MOBH	NC_012555_00231	MPF_F	NC_005211_00030,NC_021845_00017,NC_005211_00012,NC_009838_00006,NC_005211_00005,NC_005211_00207,NC_005211_00200	MOBH	NC_004966	Conjugative	CP022735	0	920	CP022735	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	10185
CP022747	1	270473	63.89362339	rep_cluster_728	002200__NC_009507_00183	MOBF	AP018665_00149	MPF_F	NC_009507_00280,NC_009507_00281,NC_009507_00284,NC_009507_00285,NC_009507_00289,NC_009507_00291,NC_009507_00292,NC_009507_00293,NC_009507_00297,NC_009507_00298,NC_009507_00125	-	-	Conjugative	CP022747	0	5350	CP022747	1364	1467	1574	1732	1922	2182	2502	2965	3404	3871	5869
CP022748	1	247521	62.5001515	-	-	MOBF	NC_009507_00050	MPF_F	NC_020562_00047,NC_009507_00291,NC_020562_00040,NC_009507_00297,NC_020543_00014,NC_009507_00051	-	-	Conjugative	CP022748	0	5352	CP022748	1650	1791	1947	2160	2425	2773	3198	3809	4606	5802	13050
CP022749	1	171560	62.37293075	rep_cluster_1617	001001__AB244976_00001	MOBP	CP005089_00040	MPF_T	NZ_AGFM01000123_00020,NZ_AGFM01000123_00017,NZ_AGFM01000123_00016,NZ_AGFM01000123_00014,NZ_AGFM01000123_00011	MOBQ	CP010159	Conjugative	CP022749	0	5350	CP022749	1364	1467	1574	1732	1922	2182	2502	2965	3404	3870	5868
CP022750	1	79937	62.90703929	-	-	MOBP	CP022750_00078	-	-	-	-	Mobilizable	CP022750	0	5089	CP022750	1448	1587	1743	1953	2217	2565	2990	3601	4398	5593	12840
CP022751	1	62622	59.25713008	-	-	-	-	-	-	-	-	Non-mobilizable	CP022751	0	7346	CP022751	2921	3062	3218	3431	3696	4044	4469	5080	5877	7073	14321
CP022767	1	128742	61.79180066	-	-	MOBP	CP022483_00071	-	-	-	-	Mobilizable	CP022767	0	7575	CP022767	1220	1284	1359	1461	1574	1710	1865	2067	2294	2597	3847
CP022824	1	240771	53.4362527	IncFIB	000107__CP014778_00094	MOBF	NC_021231_00058	MPF_F	NC_021502_00150,NC_019155_00032,NC_019165_00034,NC_021654_00016,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_021502_00131,NC_019389_00068,NC_023332_00154,NC_014312_00118,NC_014312_00116	-	-	Conjugative	CP022824	0	821	CP022824	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7723
CP022825	1	97896	52.26566969	IncFIA,IncFII	CP032169_00114,000124__KP125893_00142	MOBF	NC_021231_00058	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_021231_00085,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_019389_00080,NC_021654_00016,NC_019165_00034,NC_019155_00032,NC_021502_00150	-	-	Conjugative	CP022825	0	2332	CP022825	1364	1467	1574	1732	1922	2182	2502	2965	3549	4659	11900
CP022826	1	67851	51.84890422	IncL/M	U27345	MOBP	NC_004464_00056	MPF_I	NC_004464_00105,NC_005246_00057,NC_019063_00094,NC_019344_00078,NC_004464_00066,NC_004464_00068,NC_019154_00069,NC_005246_00069,NC_004464_00073	-	-	Conjugative	CP022826	0	1067	CP022826	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9431
CP022907	1	27573	29.7428644	rep_cluster_1215	CP003193	-	-	-	-	-	-	Non-mobilizable	CP022907	0	2593	CP022907	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7537
CP022909	1	26240	29.41692073	rep_cluster_1215	CP003193	-	-	-	-	-	-	Non-mobilizable	CP022909	0	2593	CP022909	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7538
CP022911	1	23160	27.33160622	rep_cluster_1017,rep_cluster_1215	000261__GQ900456,HF937104	-	-	-	-	MOBV	CP002151	Mobilizable	CP022911	0	2595	CP022911	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9030
CP022913	1	63392	47.81991418	IncFIB,IncFIA	000096__NC_019117_00097,000136__AP014877_00014	-	-	MPF_F	NC_009790_00086,NC_021871_00033,NC_007635_00031	-	-	Non-mobilizable	CP022913	0	2357	CP022913	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7330
CP022914	1	117021	46.86680169	IncFIA	000136__AP014877_00014	-	-	MPF_F	NC_010719_00097,NC_010409_00124,NC_013121_00043,NC_022651_00077	MOBP	NC_022374	Mobilizable	CP022914	0	4701	CP022914	1364	1467	1574	1732	1922	2182	2502	2965	3549	4355	6872
CP022917	1	246577	52.97979941	IncFIB,IncFII,rep_cluster_2183,IncFIB	000097__NC_025166_00051,000130__CP023489,CP033468_00001,000107__CP014778_00094	MOBF	NC_021231_00058	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_019389_00068,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_019389_00080,NC_021654_00016,NC_019165_00034,NC_023905_00125,NC_021502_00150	-	-	Conjugative	CP022917	0	814	CP022917	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9750
CP022918	1	9068	55.11689457	ColRNAI_rep_cluster_1857	000003__NC_002119_00001	MOBC	NC_009793_00003	-	-	-	-	Mobilizable	CP022918	0	1376	CP022918	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9845
CP022921	1	9294	55.17538197	ColRNAI_rep_cluster_1857	000003__NC_002119_00001	MOBC	NC_009793_00003	-	-	-	-	Mobilizable	CP022921	0	1376	CP022921	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9873
CP022925	1	25082	51.41934455	-	-	-	-	-	-	-	-	Non-mobilizable	CP022925	0	8465	CP022925	4085	4226	4382	4595	4860	5208	5633	6244	7041	8237	15485
CP022926	1	258210	52.93520778	rep_cluster_2183,IncFIB,IncFIB,IncFII	CP033468_00001,000107__CP014778_00094,000097__NC_025166_00051,000130__CP023489	MOBF	NC_021231_00058	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_019389_00068,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_019389_00080,NC_021654_00016,NC_019165_00034,NC_023905_00125,NC_021502_00150	-	-	Conjugative	CP022926	0	814	CP022926	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9750
CP022931	1	5594	32.94601359	rep_cluster_443	001786__CP009584_00002	-	-	-	-	-	-	Non-mobilizable	CP022931	0	3553	CP022931	1258	1324	1402	1508	1625	1774	1938	2145	2377	2682	3958
CP022933	1	91108	41.95240813	rep_cluster_2118	CP022933_00099	MOBP	CP021664_00092	-	-	-	-	Mobilizable	CP022933	0	5518	CP022933	1055	1094	1141	1211	1293	1395	1508	1618	1782	2000	2826
CP022934	1	57469	46.04047399	-	-	MOBP	CP021665_00008	MPF_I	NC_012752_00044,NC_012752_00040,NC_012752_00036,NC_012752_00035,NC_012752_00034,NC_012752_00029	-	-	Conjugative	CP022934	0	7573	CP022934	469	485	501	526	557	592	626	661	723	810	1145
CP022935	1	47917	42.84491934	-	-	-	-	-	-	-	-	Non-mobilizable	CP022935	0	7571	CP022935	136	142	147	156	170	183	190	197	205	212	300
CP022936	1	27761	45.47386622	rep_cluster_2118	CP022933_00099	MOBP	CP021667_00002	-	-	-	-	Mobilizable	CP022936	0	5519	CP022936	466	482	498	523	554	588	622	657	719	805	1138
CP022937	1	12912	42.47211896	-	-	MOBP	CP021668_00014	-	-	-	-	Mobilizable	CP022937	0	7570	CP022937	59	62	62	64	66	69	70	72	77	79	126
CP022964	1	67685	46.2953387	IncX1	000215__KC853434_00019	MOBP	NC_019096_00001	MPF_T	NC_013503_00034,NC_019067_00043,NC_010860_00022,NC_017624_00009	-	-	Conjugative	CP022964	0	35	CP022964	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	8596
CP022965	1	86369	53.26216582	IncFII,IncFII	000114__CP015527,CP006609_00003	MOBF	CP017618_00114	MPF_F	NZ_CM001063_00039,NC_019112_00045,NC_017054_00100,NC_017054_00098,NC_017054_00096,NC_017054_00095,NC_013437_00116,NC_019112_00063,NC_019094_00090,NC_019002_00072,NC_022651_00077	-	-	Conjugative	CP022965	0	1007	CP022965	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	8260
CP022984	1	137143	34.00756874	-	-	MOBC	CP022984_00010	-	-	-	-	Mobilizable	CP022984	0	3141	CP022984	2103	2244	2400	2613	2878	3226	3651	4262	5059	6255	13503
CP022993	1	162757	59.72584897	-	-	-	-	-	-	-	-	Non-mobilizable	CP022993	0	5176	CP022993	3143	3284	3440	3653	3918	4266	4691	5302	6099	7295	14543
CP022994	1	152437	61.50868884	rep_cluster_1289	000607__CP000620_00033	MOBP	CP022994_00148	-	-	-	-	Mobilizable	CP022994	0	7215	CP022994	1364	1467	1574	1732	1922	2182	2474	2799	3141	3550	5286
CP022995	1	39532	58.95477082	-	-	-	-	-	-	-	-	Non-mobilizable	CP022995	0	4907	CP022995	3132	3273	3429	3642	3907	4255	4680	5291	6088	7284	14532
CP022996	1	27494	59.74030698	rep_cluster_2264	CP022996_00030	-	-	-	-	-	-	Non-mobilizable	CP022996	0	7569	CP022996	3147	3288	3444	3657	3922	4270	4695	5306	6103	7299	14547
CP023003	1	103124	32.7140142	rep_cluster_163	001021__NC_002146_00042	MOBP	NC_012655_00001	MPF_T	NC_020240_00009	-	-	Conjugative	CP023003	0	3313	CP023003	1281	1348	1429	1540	1659	1808	1980	2193	2427	2732	4022
CP023006	1	39282	34.17595845	rep_cluster_1244	000552__NC_021528_00011	-	-	-	-	-	-	Non-mobilizable	CP023006	0	3045	CP023006	1364	1467	1574	1732	1922	2229	2654	3265	4062	5255	12496
CP023007	1	53170	38.90727854	rep_cluster_707	002181__CP016800	MOBQ	NC_011352_00007	-	-	-	-	Mobilizable	CP023007	0	3947	CP023007	1364	1467	1574	1732	1922	2155	2385	2672	2983	3361	5016
