GenomeID	num_contigs	total_length	gc	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	PredictedMobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_cluster	GenomeID	clust_0.1	clust_0.09	clust_0.08	clust_0.07	clust_0.06	clust_0.05	clust_0.04	clust_0.03	clust_0.02	clust_0.01	clust_0
CP016745	1	113820	34.91917062	rep_cluster_554,rep_cluster_2422	001938__AF001314_00001,AY849557	MOB_Unknown	JQ821353	-	-	MOBP	NC_013321	Mobilizable	CP016745	0	3515	CP016745	4117	4425	4739	5081	5484	5962	6530	7272	8274	9761	14994
CP016746	1	193245	33.83218195	-	-	-	-	-	-	-	-	Non-mobilizable	CP016746	0	2094	CP016746	4118	4426	4741	5084	5487	5966	6534	7277	8279	9766	14999
CP016747	1	51777	35.02134152	rep_cluster_667	002127__CP016693_00001	MOBQ	NC_017478_00010	-	-	-	-	Mobilizable	CP016747	0	3529	CP016747	4113	4420	4734	5075	5475	5947	6511	7251	8247	9728	14952
CP016748	1	48280	33.93744822	rep_cluster_2422	AY849557	MOB_Unknown	JQ821353	-	-	MOBP	NC_013387	Mobilizable	CP016748	0	3515	CP016748	4117	4425	4739	5081	5484	5962	6530	7272	8273	9760	14993
CP016749	1	30146	35.39773104	rep_cluster_342,rep_cluster_799	001656__HM021331,002277__AF243383	MOB_Unknown,MOBT	JQ821353,CP016749_00025	-	-	-	-	Mobilizable	CP016749	0	2182	CP016749	4126	4435	4750	5093	5499	5979	6551	7295	8298	9785	15024
CP016750	1	15360	35.25390625	Inc11	000053__NC_002798_00004	-	-	-	-	-	-	Non-mobilizable	CP016750	0	2247	CP016750	4135	4449	4764	5109	5516	6002	6578	7326	8332	9823	15066
CP016751	1	11008	31.94949128	rep_cluster_554,rep_cluster_414	001938__AF001314_00001,001745__CP002369_00001	MOB_Unknown	JQ821353	-	-	MOBP	KM373703	Mobilizable	CP016751	0	2228	CP016751	4128	4438	4753	5096	5502	5982	6555	7300	8304	9791	15030
CP016752	1	5329	34.28410584	rep_cluster_1376	000713__CP016731_00001	MOBP	CP016692_00007	-	-	-	-	Mobilizable	CP016752	0	3611	CP016752	3848	4117	4373	4657	5000	5396	5874	6540	7474	8908	13937
CP016763	1	127005	54.34667926	rep_cluster_2272,IncFIB	CP042519_00001,000107__CP014778_00094	MOBF	NC_021501_00073	MPF_F	NC_021501_00074,NC_021501_00076,NC_006323_00113,NC_021501_00083,NC_021501_00084,NC_021501_00085,NC_006323_00105,NC_009378_00101,NC_006323_00097,NC_006323_00096,NC_021501_00097	-	-	Conjugative	CP016763	0	1033	CP016763	2332	2503	2661	2819	3024	3256	3516	3871	4300	4887	7081
CP016764	1	277592	45.83561486	IncHI2A,rep_cluster_1088,rep_cluster_1254	BX664015,000340__KU353730,000562__KT346360_00001	MOBH	NC_012555_00231	MPF_F	NC_005211_00200,NC_005211_00207,NC_005211_00005,NC_009838_00006,NC_005211_00012,NC_021845_00017,NC_005211_00030	MOBH	NC_017484	Conjugative	CP016764	0	922	CP016764	2429	2620	2801	2986	3237	3529	3872	4352	5034	6094	9838
CP016765	1	18467	57.69751449	-	-	-	-	-	-	-	-	Non-mobilizable	CP016765	0	1159	CP016765	2261	2421	2570	2721	2910	3121	3360	3684	4086	4636	6722
CP016785	1	11801	39.3610711	Inc13	000076__NZ_APAS01000019_00004	MOBV	NC_001858_00003	-	-	-	-	Mobilizable	CP016785	0	540	CP016785	4364	4702	5051	5421	5872	6416	7058	7879	8969	10584	16370
CP016791	1	110013	34.9422341	rep_cluster_385	001710__CP018877	MOBP	CP016791_00058	-	-	-	-	Mobilizable	CP016791	0	6820	CP016791	3457	3697	3927	4176	4497	4864	5321	5946	6829	8205	12982
CP016792	1	33921	32.94714189	rep_cluster_1852	001280__CP016792	MOBQ	CP016792_00006	-	-	-	-	Mobilizable	CP016792	0	4183	CP016792	3467	3707	3937	4187	4509	4876	5333	5959	6844	8220	12999
CP016798	1	44555	41.58904724	rep_cluster_1675	001076__CP016798	-	-	-	-	-	-	Non-mobilizable	CP016798	0	7705	CP016798	3876	4146	4405	4692	5037	5433	5915	6585	7521	8956	13990
CP016799	1	38644	42.58358348	rep_cluster_172	001134__CP003145_00001	-	-	-	-	-	-	Non-mobilizable	CP016799	0	4208	CP016799	4012	4313	4615	4942	5327	5781	6324	7043	8020	9476	14602
CP016800	1	33211	45.63548222	rep_cluster_707	002181__CP016800	MOBP	NC_021227_00007	-	-	-	-	Mobilizable	CP016800	0	3106	CP016800	4007	4308	4609	4936	5320	5768	6305	7020	7991	9443	14557
CP016801	1	8521	36.77972069	rep_cluster_1229	000525__CP006247_00002	-	-	-	-	-	-	Non-mobilizable	CP016801	0	2284	CP016801	3901	4176	4440	4734	5084	5490	5985	6664	7610	9052	14104
CP016802	1	59682	40.34549781	rep_cluster_1567,rep_cluster_731	000940__CP021472,002182__CP018327	MOBQ,MOBQ	NC_005952_00012,CP032645_00020	MPF_T	NC_011839_00038,NC_011352_00013	-	-	Conjugative	CP016802	0	3022	CP016802	3996	4296	4593	4917	5296	5736	6271	6978	7945	9394	14493
CP016810	1	307743	51.74480004	rep_cluster_1418,IncFIB,IncFII,rep_cluster_2183,IncFIB	000759__NC_013950_00034,000097__NC_025166_00051,000129__CP018340,CP017721_00179,000107__CP014778_00094	MOBF	NC_021231_00058	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_019389_00068,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_011281_00082,NC_021654_00016,NC_019165_00034,NC_019155_00032,NC_021502_00150	-	-	Conjugative	CP016810	0	814	CP016810	2450	2648	2841	3038	3304	3621	4006	4544	5292	6461	10466
CP016812	1	65887	54.95924841	IncR,rep_cluster_2183,IncFII,rep_cluster_2373	000204__CP008701_00115,CP033468_00001,000130__CP023489,LT985313_00005	MOBP,MOBF	NC_013090_00004,NC_021231_00058	-	-	MOBP	CP018941	Mobilizable	CP016812	0	879	CP016812	2443	2641	2829	3022	3282	3586	3948	4463	5176	6312	10245
CP016815	1	212770	50.10151807	IncFIB,IncHI1B	000107__CP014778_00094,JN420336	-	-	-	-	-	-	Non-mobilizable	CP016815	0	4071	CP016815	2428	2619	2800	2983	3232	3519	3858	4333	5002	6022	9619
CP016820	1	242246	64.86588014	rep_cluster_1381	000720__NZ_CM002179_00004	MOBF	NZ_CM002179_00048	-	-	-	-	Mobilizable	CP016820	0	6907	CP016820	4749	5093	5449	5829	6294	6845	7497	8331	9430	11053	16901
CP016821	1	170002	66.24157363	-	-	MOBF	CP016821_00021	MPF_T	NZ_CM002178_00009	-	-	Conjugative	CP016821	0	6910	CP016821	4751	5095	5452	5832	6297	6848	7500	8334	9433	11056	16904
CP016822	1	107688	65.49290543	-	-	MOBF,MOBF	CP040722_00039,CP016822_00100	-	-	-	-	Mobilizable	CP016822	0	6911	CP016822	4751	5095	5452	5833	6298	6849	7501	8335	9434	11057	16905
CP016831	1	29232	57.76546251	rep_cluster_1417	000757__CP016831_00022	MOBP	CP016831_00030	MPF_T	NC_017555_00017,NC_017555_00020,NC_017555_00021,NC_017555_00023,NC_017555_00026,NC_017555_00027	-	-	Conjugative	CP016831	0	5984	CP016831	1472	1559	1625	1676	1748	1819	1909	2046	2202	2416	3228
CP016832	1	20831	62.85343959	IncP	000169__CP016835_00012	-	-	-	-	-	-	Non-mobilizable	CP016832	0	5983	CP016832	1456	1540	1604	1655	1726	1796	1883	2018	2173	2386	3188
CP016838	1	341373	48.04890838	IncHI2A,rep_cluster_1088	BX664015,000340__KU353730	MOBH	NC_012555_00231	MPF_F	NC_005211_00005,NC_009838_00006,NC_005211_00012,NC_021845_00017,NC_005211_00030,NC_005211_00200,NC_005211_00207	MOBH	NC_015175	Conjugative	CP016838	0	920	CP016838	2429	2620	2801	2986	3237	3529	3872	4351	5025	6058	9666
CP016840	1	54850	31.69188696	-	-	MOBP	CP016840_00054	-	-	-	-	Mobilizable	CP016840	0	5002	CP016840	875	921	967	1002	1044	1081	1137	1236	1338	1490	1999
CP016842	1	17660	33.55039638	-	-	-	-	-	-	-	-	Non-mobilizable	CP016842	0	8373	CP016842	4203	4522	4848	5201	5626	6132	6736	7520	8569	10113	15457
CP016845	1	95053	31.22152904	-	-	MOBC	CP016845_00054	-	-	-	-	Mobilizable	CP016845	0	6083	CP016845	4187	4505	4831	5184	5609	6115	6719	7502	8549	10091	15429
CP016846	1	81683	33.84302731	-	-	-	-	-	-	-	-	Non-mobilizable	CP016846	0	5839	CP016846	4092	4397	4708	5047	5444	5912	6475	7214	8205	9675	14870
CP016847	1	69778	33.49049844	-	-	-	-	-	-	MOBQ	CP007015	Mobilizable	CP016847	0	5840	CP016847	4092	4398	4709	5048	5445	5913	6476	7215	8206	9676	14871
CP016848	1	28102	34.55625934	rep_cluster_342	001656__HM021331	MOBP	NC_017483_00041	MPF_T	NC_019308_00015	-	-	Conjugative	CP016848	0	3669	CP016848	4119	4428	4743	5086	5489	5968	6537	7280	8282	9769	15002
CP016850	1	99718	55.93373313	rep_cluster_604	002047__CP021133_00034	MOBP	CP016850_00077	-	-	-	-	Mobilizable	CP016850	0	7632	CP016850	2184	2339	2482	2620	2796	2995	3224	3530	3903	4419	6331
CP016851	1	56859	51.44128458	-	-	MOBC	CP016851_00022	-	-	-	-	Mobilizable	CP016851	0	952	CP016851	2385	2571	2742	2917	3155	3426	3737	4176	4758	5607	8660
CP016854	1	53799	29.66412015	rep_cluster_910,rep_cluster_1017,rep_cluster_2100,rep_cluster_1733	002395__NC_013387_00031,000261__GQ900456,AP003139,CP000737	-	-	-	-	MOBQ	AF001314	Mobilizable	CP016854	0	2441	CP016854	4297	4630	4967	5331	5769	6294	6916	7720	8786	10366	15956
CP016857	1	37941	29.67238607	rep_cluster_1017,rep_cluster_1733,rep_cluster_2100,rep_cluster_1017	CP002144,CP000737,AP003139,000261__GQ900456	-	-	-	-	MOB_unknown,MOBQ	NZ_AGFM01000123,AF001314	Mobilizable	CP016857	0	2442	CP016857	4297	4630	4967	5331	5769	6294	6916	7719	8784	10361	15902
CP016859	1	21841	27.98864521	rep_cluster_1215	CP003193	MOBQ	CP016859_00010	-	-	-	-	Mobilizable	CP016859	0	4851	CP016859	4293	4624	4959	5322	5758	6282	6899	7698	8761	10336	15852
CP016864	1	104649	51.56666571	IncC	000092__CP025470	MOBH	NC_012885_00072	MPF_F	NC_009140_00071,NC_014170_00023,NC_012885_00083,NC_016974_00085,NC_012885_00088,NC_012885_00091,NC_023291_00077	MOBH	JQ319772	Conjugative	CP016864	0	155	CP016864	2422	2611	2790	2970	3218	3502	3836	4298	4933	5861	9213
CP016865	1	104250	50.09016787	IncI-gamma/K1	MG764547	MOBP	NC_019097	MPF_I	NC_019097_00056,NC_022267_00057,NC_019111_00038,NC_023290_00086,NC_015965_00072,NC_019097_00075,NC_022267_00069,NZ_CM001473_00069,NC_019097_00085	MOBP	JN253636	Conjugative	CP016865	0	7	CP016865	2353	2529	2690	2851	3064	3306	3569	3942	4407	5068	7494
CP016866	1	4675	52.85561497	ColRNAI_rep_cluster_1987	CP041116_00002	MOBP	NC_013090_00004	-	-	MOBP	CP018941	Mobilizable	CP016866	0	1432	CP016866	1892	2020	2137	2252	2395	2553	2723	2952	3204	3548	5154
CP016867	1	3223	56.34502017	ColRNAI_rep_cluster_1987	CP041116_00002	MOBP	NC_013090_00004	-	-	MOBP	CP018941	Mobilizable	CP016867	0	1769	CP016867	1892	2020	2133	2242	2382	2539	2707	2932	3180	3521	5077
CP016869	1	68145	38.46357033	-	-	MOBF	NC_006366_00033	MPF_F	NC_006366_00017,NC_006366_00019,NC_006366_00021,NC_006366_00023,NC_006366_00024,NC_006366_00026,NC_006366_00029,NC_006366_00030,NC_006366_00032	-	-	Conjugative	CP016869	0	5279	CP016869	957	1009	1057	1095	1140	1181	1238	1343	1451	1609	2131
CP016879	1	75655	59.61271562	rep_cluster_1991	001431__CP018733	MOBF	NC_017556_00022	MPF_T	NC_017556_00021,NC_017556_00027,NC_017556_00033	-	-	Conjugative	CP016879	0	6389	CP016879	1484	1572	1641	1694	1768	1844	1938	2078	2237	2453	3303
CP016891	1	216117	52.31888283	rep_cluster_1441	000782__CP016891_00080	MOBF	CP034473_00087	MPF_F	NC_014839_00437,NC_014839_00436,NC_014839_00428,NC_014305_00151,NC_014305_00148,NC_014842_00080,NC_014839_00420,NC_014842_00072,NC_014842_00070	-	-	Conjugative	CP016891	0	7139	CP016891	2093	2241	2381	2515	2687	2872	3081	3350	3638	4043	5831
CP016892	1	173592	52.43617217	rep_cluster_807	002291__CP016892_00063	-	-	-	-	-	-	Non-mobilizable	CP016892	0	4652	CP016892	1559	1658	1735	1797	1879	1963	2070	2228	2398	2634	3542
CP016897	1	86373	38.96703831	rep_cluster_626	002077__CP016897	-	-	-	-	-	-	Non-mobilizable	CP016897	0	6189	CP016897	2063	2207	2344	2476	2647	2832	3036	3305	3592	3997	5783
CP016898	1	78649	37.01763532	rep_cluster_1208	000498__CP016898_00016	-	-	-	-	-	-	Non-mobilizable	CP016898	0	8374	CP016898	5269	5616	5976	6363	6832	7389	8054	8896	9997	11628	17524
CP016899	1	10453	37.03243088	rep_cluster_1364	000684__NC_013506_00012	MOBQ	NC_013506_00013	-	-	-	-	Mobilizable	CP016899	0	3728	CP016899	2018	2154	2285	2408	2569	2745	2933	3182	3449	3815	5493
CP016900	1	9416	38.6682243	rep_cluster_1283	000601__CP016900_00006	MOBQ	CP032136_00011	-	-	-	-	Mobilizable	CP016900	0	3724	CP016900	1990	2125	2252	2372	2526	2695	2872	3109	3368	3719	5338
CP016901	1	5086	39.38261895	-	-	MOBP	CP016901_00002	-	-	-	-	Mobilizable	CP016901	0	6730	CP016901	1356	1433	1494	1540	1606	1671	1753	1882	2031	2236	3003
CP016902	1	4066	38.14559764	-	-	MOBQ	NZ_AFDA02000010_00002	-	-	-	-	Mobilizable	CP016902	0	6742	CP016902	1365	1443	1504	1552	1619	1684	1768	1898	2048	2254	3037
CP016903	1	4008	37.3003992	rep_cluster_1475	000814__CP016903_00001	MOBQ	CP016903_00004	-	-	-	-	Mobilizable	CP016903	0	7151	CP016903	1957	2091	2216	2333	2483	2646	2822	3055	3312	3659	5276
CP016920	1	6139	52.17462127	rep_cluster_1195	000483__CP010949_00006	MOBP	NC_019160_00002	-	-	-	-	Mobilizable	CP016920	0	3774	CP016920	1762	1871	1962	2039	2137	2243	2374	2553	2741	2999	3976
CP016924	1	111539	48.92548795	IncFIB	000100__NZ_CP016161_00012	-	-	-	-	-	-	Non-mobilizable	CP016924	0	1190	CP016924	2120	2270	2410	2545	2717	2904	3117	3391	3691	4115	5921
CP016925	1	63291	52.96961653	rep_cluster_1418	000759__NC_013950_00034	-	-	-	-	-	-	Non-mobilizable	CP016925	0	883	CP016925	2443	2641	2829	3022	3281	3585	3947	4461	5173	6309	10242
CP016927	1	72093	50.54998405	IncL/M	JN626286	MOBP	NC_004464_00056	MPF_I	NC_005246_00069,NC_019154_00069,NC_004464_00068,NC_004464_00066,NC_019344_00078,NC_019063_00094,NC_005246_00057,NC_004464_00105,NC_004464_00073	-	-	Conjugative	CP016927	0	1067	CP016927	2456	2655	2849	3055	3331	3661	4067	4633	5435	6678	10907
CP016929	1	3403	29.32706435	-	-	MOBV	CP016929_00001	-	-	-	-	Mobilizable	CP016929	0	7791	CP016929	3319	3557	3781	4025	4337	4698	5146	5765	6645	8006	12734
CP016932	1	125964	41.90879934	rep_cluster_214	001482__CP016942_00095	MOBF	NC_010377_00020	MPF_F	NC_010377_00019,NC_010377_00073,NC_010377_00071,NC_010377_00069,NC_010377_00065,NC_010377_00060	-	-	Conjugative	CP016932	0	5247	CP016932	1632	1734	1816	1883	1972	2062	2179	2344	2524	2775	3732
CP016933	1	74497	44.39239164	rep_cluster_2203,IncFII,rep_cluster_645	CP017588_00047,CP001049,002101__NC_004564_00056	MOBF	NC_015475_00074	-	-	-	-	Mobilizable	CP016933	0	1120	CP016933	2215	2371	2515	2658	2838	3041	3272	3583	3960	4479	6446
CP016934	1	100790	42.53993452	rep_cluster_214	001482__CP016942_00095	MOBF	NC_010377_00020	MPF_F	NC_010377_00073,NC_010377_00071,NC_010377_00065,NC_010377_00060	-	-	Conjugative	CP016934	0	5247	CP016934	1632	1734	1816	1883	1972	2062	2179	2344	2524	2775	3729
CP016936	1	88902	43.95289195	rep_cluster_645,IncFII	002101__NC_004564_00056,CP001049	MOBF	NC_015475_00074	-	-	-	-	Mobilizable	CP016936	0	1120	CP016936	2215	2371	2515	2658	2838	3041	3272	3583	3960	4479	6444
CP016939	1	73034	44.24240765	rep_cluster_2203,IncFII,rep_cluster_645	CP017588_00047,CP001049,002101__NC_004564_00056	MOBF	NC_015475_00074	-	-	-	-	Mobilizable	CP016939	0	1120	CP016939	2215	2371	2515	2658	2838	3041	3272	3583	3960	4479	6443
CP016941	1	120760	42.44700232	rep_cluster_214	001482__CP016942_00095	MOBF	NC_010377_00020	MPF_F	NC_010377_00019,NC_010377_00073,NC_010377_00071,NC_010377_00069,NC_010377_00065,NC_010377_00060	-	-	Conjugative	CP016941	0	5247	CP016941	1632	1734	1816	1883	1972	2062	2179	2344	2524	2775	3731
CP016943	1	73026	44.23766878	rep_cluster_2203,IncFII,rep_cluster_645	CP017588_00047,CP001049,002101__NC_004564_00056	MOBF	NC_015475_00074	-	-	-	-	Mobilizable	CP016943	0	1120	CP016943	2215	2371	2515	2658	2838	3041	3272	3583	3960	4479	6445
CP016947	1	100794	42.54221481	rep_cluster_214	001482__CP016942_00095	MOBF	NC_010377_00020	MPF_F	NC_010377_00060,NC_010377_00065,NC_010377_00069,NC_010377_00071,NC_010377_00073,NC_010377_00019	-	-	Conjugative	CP016947	0	5247	CP016947	1632	1734	1816	1883	1972	2062	2179	2344	2524	2775	3730
CP016969	1	22987	33.04476443	-	-	-	-	-	-	-	-	Non-mobilizable	CP016969	0	7298	CP016969	889	935	982	1017	1059	1096	1153	1254	1357	1509	2018
CP016970	1	28575	28.58442695	rep_cluster_1110,rep_cluster_2341	GQ900458,GQ900449	-	-	-	-	-	-	Non-mobilizable	CP016970	0	4840	CP016970	4298	4631	4972	5337	5778	6308	6935	7742	8815	10416	16135
CP016971	1	13552	28.56404959	rep_cluster_1215	000507__AE015933_00005	MOBQ	CP016971_00007	-	-	-	-	Mobilizable	CP016971	0	2601	CP016971	4275	4601	4935	5297	5733	6253	6869	7665	8726	10300	15813
CP017011	1	55944	53.22107822	rep_cluster_1780	001207__CP017011_00057	-	-	MPF_T	NC_003350_00132	-	-	Non-mobilizable	CP017011	0	6177	CP017011	1450	1533	1597	1648	1719	1789	1876	2010	2164	2375	3174
CP017017	1	11199	30.4045004	rep_cluster_1895	001330__CP009719	-	-	-	-	-	-	Non-mobilizable	CP017017	0	7177	CP017017	3603	3856	4091	4345	4670	5045	5503	6132	7020	8405	13234
CP017021	1	15283	63.00464568	-	-	MOBQ	CP017021_00018	-	-	-	-	Mobilizable	CP017021	0	3168	CP017021	1478	1565	1632	1684	1756	1828	1920	2057	2215	2430	3249
CP017022	1	43945	61.71122995	rep_cluster_429	001765__CP013005_00025	MOBF	NC_017558_00016	MPF_T	NC_007506_00022	-	-	Conjugative	CP017022	0	7558	CP017022	1478	1566	1634	1686	1759	1833	1927	2066	2225	2440	3288
CP017023	1	60533	62.43040986	rep_cluster_766	002245__CP017023	-	-	-	-	-	-	Non-mobilizable	CP017023	0	3166	CP017023	1478	1566	1634	1686	1758	1831	1923	2061	2219	2434	3258
CP017026	1	180543	28.45360939	rep_cluster_475	001826__KX686749	MOBQ,MOBP	CP018901_00010,NC_022355_00016	MPF_T	NC_022355_00047,NC_022355_00043,NC_006134_00038,NC_022355_00040	-	-	Conjugative	CP017026	0	6656	CP017026	3742	4005	4257	4532	4868	5254	5719	6364	7269	8673	13624
CP017027	1	4454	31.09564436	rep_cluster_795	002269__NC_008052_00001	MOBP	NC_008051_00004	-	-	-	-	Mobilizable	CP017027	0	5479	CP017027	3746	4009	4261	4536	4872	5258	5723	6372	7282	8699	13678
CP017028	1	3142	31.8905156	rep_cluster_916	002404__CP017028_00001	-	-	-	-	-	-	Non-mobilizable	CP017028	0	2649	CP017028	3749	4012	4264	4539	4875	5261	5727	6376	7286	8704	13684
CP017030	1	50689	28.31383535	rep_cluster_475	001829__CP006710	MOBP	NC_022355_00016	MPF_T	NC_022355_00047,NC_022355_00043,NC_006135_00040,NC_007141_00026	-	-	Conjugative	CP017030	0	2644	CP017030	3743	4006	4258	4533	4869	5255	5720	6367	7274	8691	13663
CP017041	1	77702	60.76034079	rep_cluster_1578	000953__NC_001415_00025	-	-	-	-	-	-	Non-mobilizable	CP017041	0	3148	CP017041	4595	4937	5291	5668	6130	6679	7329	8156	9251	10869	16677
CP017043	1	65821	48.60302943	-	-	MOBQ	CP017043_00054	-	-	-	-	Mobilizable	CP017043	0	8375	CP017043	5270	5617	5977	6364	6833	7390	8055	8897	9998	11629	17525
CP017055	1	195378	50.71144141	rep_cluster_1527,IncC	000882__CP012005_00092,000092__CP025470	MOBH	NC_012885_00072	MPF_F	NC_023291_00077,NC_012885_00091,NC_012885_00088,NC_016974_00085,NC_012885_00083,NC_014170_00023,NC_009140_00071,NC_012885_00167	MOBH	CP006052	Conjugative	CP017055	0	930	CP017055	2422	2611	2790	2970	3218	3502	3836	4302	4946	5887	9269
CP017056	1	38206	39.90472701	IncX8	000229__AM942760_00001	MOBP	NC_010555_00037	MPF_T	NC_010555_00012,NC_010555_00014,NC_010555_00015	-	-	Conjugative	CP017056	0	5964	CP017056	2147	2302	2443	2580	2754	2949	3169	3461	3818	4309	6176
CP017058	1	229406	54.57878172	rep_cluster_2238,IncC	CP017058_00081,000092__CP025470	MOBP,MOBH	CP010360_00062,NC_012885_00072	MPF_F	NC_022344_00321,NC_022344_00326,NC_022344_00330,NC_015727_00490,NC_012885_00167,NC_023291_00077,NC_012885_00091,NC_012885_00088,NC_016974_00085,NC_012885_00083,NC_014170_00023,NC_009140_00071	MOBH	JQ319772	Conjugative	CP017058	0	152	CP017058	2422	2611	2790	2970	3218	3502	3836	4302	4952	5940	9476
CP017059	1	171233	53.70985733	IncFIB	000101__NZ_CP012345_00042	-	-	-	-	-	-	Non-mobilizable	CP017059	0	5848	CP017059	2332	2503	2661	2818	3023	3254	3513	3866	4291	4873	7043
CP017067	1	50512	39.03626861	rep_cluster_1465	000804__CP002223	MOBQ	CP032645_00020	-	-	-	-	Mobilizable	CP017067	0	2821	CP017067	3998	4299	4596	4922	5303	5746	6282	6993	7962	9412	14522
CP017068	1	19584	40.52798203	rep_cluster_1948	001392__CP005947_00006	MOBP	NC_021227_00007	-	-	-	-	Mobilizable	CP017068	0	2865	CP017068	3893	4166	4429	4721	5067	5469	5962	6639	7581	9021	14064
CP017078	1	354886	61.3836556	rep_cluster_543	001916__CP009293_00342	MOBF,MOBQ,MOBQ	CP017078_00125,CP017078_00248,CP017078_00299	-	-	-	-	Mobilizable	CP017078	0	3213	CP017078	1711	1816	1903	1973	2067	2164	2289	2459	2643	2899	3860
CP017079	1	67284	62.53641282	rep_cluster_736,rep_cluster_1617	002213__CP005090_00001,001001__AB244976_00001	MOBQ	NC_020542_00048	MPF_T	NC_020544_00034	MOBQ	NZ_CP016584	Conjugative	CP017079	0	6254	CP017079	1721	1826	1913	1986	2081	2179	2304	2475	2660	2916	3878
CP017081	1	87645	35.14176508	-	-	-	-	-	-	-	-	Non-mobilizable	CP017081	0	3140	CP017081	3481	3721	3951	4201	4523	4891	5348	5974	6859	8236	13016
CP017083	1	24225	54.38596491	IncN,IncU	000155__CP018649,000210__KF623109_00045	-	-	-	-	-	-	Non-mobilizable	CP017083	0	142	CP017083	2411	2600	2779	2959	3201	3482	3809	4260	4862	5740	8935
CP017084	1	171489	52.19051951	IncC	000092__CP025470	MOBH	NC_012885_00072	MPF_F	NC_023291_00077,NC_012885_00091,NC_012885_00088,NC_016974_00085,NC_012885_00083,NC_014170_00023,NC_009140_00071,NC_012885_00167,NC_008612_00190	MOBH	JQ319772	Conjugative	CP017084	0	159	CP017084	2422	2611	2790	2970	3218	3502	3836	4302	4950	5933	9467
CP017086	1	59035	53.71559245	IncU,IncN,IncFII,IncFIA,ColpVC	000210__KF623109_00045,000155__CP018649,JN232517,MH263653_00001,JX133088	-	-	-	-	-	-	Non-mobilizable	CP017086	0	142	CP017086	2411	2600	2779	2959	3201	3482	3809	4260	4863	5741	8936
CP017089	1	3972	39.3001007	-	-	-	-	-	-	-	-	Non-mobilizable	CP017089	0	4422	CP017089	3825	4094	4350	4631	4972	5364	5841	6505	7435	8868	13891
CP017093	1	5586	37.59398496	-	-	-	-	-	-	-	-	Non-mobilizable	CP017093	0	6149	CP017093	4335	4672	5018	5387	5836	6376	7014	7833	8921	10533	16312
CP017095	1	32660	30.60012247	rep_cluster_1017,rep_cluster_2100,rep_cluster_1733	000261__GQ900456,AP003139,CP000737	-	-	-	-	MOBQ	AF001314	Mobilizable	CP017095	0	2442	CP017095	4297	4630	4967	5331	5769	6294	6916	7719	8784	10361	15892
CP017102	1	125266	58.13628598	rep_cluster_592	002018__CP017102_00131	MOBQ	CP017102_00047	MPF_T	NC_002147_00105,NC_011982_00266,NC_011990_00129	-	-	Conjugative	CP017102	0	7789	CP017102	2896	3116	3328	3553	3850	4195	4626	5216	6056	7358	11972
CP017103	1	176006	59.02582866	rep_cluster_106,rep_cluster_287	000303__CP017103_00009,001588__NC_015742_00158	MOBQ	NC_007762_00195	MPF_T	NC_007762_00192	-	-	Conjugative	CP017103	0	4456	CP017103	2865	3082	3292	3516	3812	4156	4583	5173	6011	7311	11920
CP017108	1	279615	32.255065	rep_cluster_1685	001086__CP000234_00001	MOBP	NZ_AICL01000008_00086	-	-	-	-	Mobilizable	CP017108	0	5506	CP017108	4340	4677	5023	5392	5841	6382	7022	7842	8931	10544	16324
CP017109	1	29788	31.17698402	-	-	-	-	-	-	-	-	Non-mobilizable	CP017109	0	7787	CP017109	4339	4676	5022	5391	5840	6381	7020	7839	8928	10541	16320
CP017110	1	27292	31.04939176	rep_cluster_1118,rep_cluster_530	000382__CP017110,001904__CP020860	MOBV	CP017110_00013	-	-	MOBV	NZ_CP009579	Mobilizable	CP017110	0	7534	CP017110	4337	4674	5020	5389	5838	6378	7017	7836	8925	10538	16317
CP017127	1	29704	28.83786695	-	-	-	-	-	-	-	-	Non-mobilizable	CP017127	0	6876	CP017127	708	748	781	813	845	874	918	1003	1089	1218	1640
CP017128	1	24749	28.83752879	-	-	-	-	-	-	-	-	Non-mobilizable	CP017128	0	6876	CP017128	708	748	781	813	845	874	918	1004	1091	1220	1642
CP017129	1	25931	28.84963943	-	-	-	-	-	-	-	-	Non-mobilizable	CP017129	0	6876	CP017129	708	748	781	813	845	874	918	1003	1090	1219	1641
CP017130	1	17139	27.56286831	-	-	-	-	-	-	-	-	Non-mobilizable	CP017130	0	6877	CP017130	708	748	781	813	845	875	919	1006	1093	1222	1644
CP017131	1	19503	29.55955494	-	-	-	-	-	-	-	-	Non-mobilizable	CP017131	0	6876	CP017131	708	748	781	813	845	874	918	1005	1092	1221	1643
CP017132	1	19956	28.41250752	-	-	-	-	-	-	-	-	Non-mobilizable	CP017132	0	7004	CP017132	633	668	692	721	749	774	812	882	959	1056	1402
CP017133	1	20484	25.60535052	-	-	-	-	-	-	-	-	Non-mobilizable	CP017133	0	6647	CP017133	600	631	652	677	703	726	764	830	900	990	1304
CP017134	1	20029	27.68984972	-	-	-	-	-	-	-	-	Non-mobilizable	CP017134	0	7005	CP017134	633	668	693	722	750	775	813	883	960	1057	1403
