GenomeID	num_contigs	total_length	gc	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	PredictedMobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_cluster	GenomeID	clust_0.1	clust_0.09	clust_0.08	clust_0.07	clust_0.06	clust_0.05	clust_0.04	clust_0.03	clust_0.02	clust_0.01	clust_0
CP023551	1	48382	69.83175561	rep_cluster_565	001965__CP012664_00035	-	-	-	-	-	-	Non-mobilizable	CP023551	0	6851	CP023551	1234	1285	1325	1381	1426	1476	1542	1615	1717	1871	2530
CP023552	1	77422	46.74511121	IncFII,IncFIB	LS992172_00069,000095__NZ_CP014273_00094	-	-	MPF_F	NC_022651_00077,NC_010409_00124,NC_019000_00022	MOBP	NC_021077	Mobilizable	CP023552	0	2359	CP023552	419	433	446	453	463	469	481	496	513	550	793
CP023554	1	212326	53.70279664	IncFIB,rep_cluster_2272,IncR	000101__NZ_CP012345_00042,CP042519_00001,000204__CP008701_00115	MOBF	NC_021501_00073	MPF_F	NC_021501_00074,NC_021501_00076,NC_006323_00113,NC_021501_00083,NC_021501_00084,NC_021501_00085,NC_006323_00105,NC_009378_00101,NC_006323_00097,NC_006323_00096,NC_021501_00097	-	-	Conjugative	CP023554	0	1030	CP023554	2055	2144	2221	2317	2410	2511	2645	2806	3012	3310	4542
CP023555	1	169145	53.87862485	IncFIB,IncFII,rep_cluster_2183	000107__CP014778_00094,000132__HG969996,CP017721_00179	MOBF	NC_021231_00058	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_021654_00004,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_019389_00080,NC_021654_00016,NC_019165_00034,NC_019155_00032,NC_021502_00150	-	-	Conjugative	CP023555	0	2727	CP023555	4075	4292	4534	4808	5098	5424	5849	6335	6893	7706	10701
CP023556	1	65209	52.64150654	rep_cluster_1	000232__CP012429	-	-	-	-	-	-	Non-mobilizable	CP023556	0	6060	CP023556	1889	1972	2040	2123	2198	2277	2391	2522	2702	2961	4077
CP023557	1	9293	55.17055848	ColRNAI_rep_cluster_1857	000003__NC_002119_00001	MOBC	NC_009793_00003	-	-	-	-	Mobilizable	CP023557	0	1376	CP023557	4672	4944	5269	5636	6035	6501	7057	7712	8485	9597	13996
CP023562	1	31340	29.30440332	rep_cluster_2214,rep_cluster_1215,rep_cluster_1017,rep_cluster_1017	AP003139,HF937104,000261__GQ900456,GQ900473	-	-	-	-	MOB_unknown	LN890519	Mobilizable	CP023562	0	2599	CP023562	4170	4395	4648	4936	5236	5577	6024	6536	7123	7968	11095
CP023568	1	48456	50.25590226	rep_cluster_1099	000353__NC_004834_00001	-	-	-	-	-	-	Non-mobilizable	CP023568	0	2495	CP023568	4221	4451	4710	5006	5312	5657	6110	6630	7228	8085	11288
CP023646	1	214673	45.27723561	IncFIC,IncFIA	AY458016,CP030786_00062	MOBF	NC_017627_00068	MPF_Unknown	08-5333_00200	-	-	Conjugative	CP023646	0	2372	CP023646	2877	3008	3127	3260	3407	3566	3785	4025	4320	4742	6356
CP023647	1	8401	55.41007023	rep_cluster_2335	KU302809_00001	-	-	-	-	MOBP	AJ001708	Mobilizable	CP023647	0	1356	CP023647	1549	1614	1665	1737	1795	1859	1945	2050	2199	2414	3387
CP023648	1	2136	47.28464419	Col(BS512)	NC_010656	-	-	-	-	-	-	Non-mobilizable	CP023648	0	459	CP023648	4863	5155	5507	5908	6360	6888	7530	8308	9306	10783	16221
CP023649	1	7098	50.53536207	rep_cluster_2150	CP040267_00002	MOBQ	NZ_AWFJ01000122_00007	-	-	MOBQ,MOBQ	NZ_CP009767,DQ318958	Mobilizable	CP023649	0	1915	CP023649	4506	4761	5056	5390	5749	6162	6681	7295	8016	9060	12914
CP023650	1	5153	45.7597516	rep_cluster_2350	CP041342_00001	MOBF	CP019897	-	-	MOB_unknown	NC_003079	Mobilizable	CP023650	0	1581	CP023650	4522	4778	5075	5409	5772	6188	6709	7330	8057	9109	13030
CP023651	1	5114	46.40203363	Col156	CP019693_00001	MOBQ	NC_013719_00001	-	-	-	-	Mobilizable	CP023651	0	1885	CP023651	4508	4763	5058	5392	5753	6167	6686	7301	8022	9069	12927
CP023652	1	4238	40.84473808	-	-	-	-	MPF_T	NC_002144_00007	-	-	Non-mobilizable	CP023652	0	1912	CP023652	4509	4764	5059	5393	5754	6169	6688	7304	8026	9073	12939
CP023653	1	2690	46.24535316	rep_cluster_2350	CP041342_00001	MOBF	CP019897	-	-	MOB_unknown	NC_011407	Mobilizable	CP023653	0	304	CP023653	4580	4842	5152	5496	5879	6315	6853	7490	8240	9325	13504
CP023658	1	131455	51.65646039	rep_cluster_1288	000606__CP021511_00156	MOBP	NC_013210_00118	-	-	-	-	Mobilizable	CP023658	0	4375	CP023658	3104	3249	3387	3538	3705	3881	4126	4391	4707	5162	6876
CP023659	1	9160	53.61353712	-	-	MOBP	NC_013210_00118	-	-	-	-	Mobilizable	CP023659	0	2798	CP023659	4038	4252	4491	4761	5048	5369	5784	6263	6806	7600	10513
CP023660	1	19216	53.7520816	rep_cluster_848	002329__NC_021992_00012	MOBP	NC_013210_00118	-	-	-	-	Mobilizable	CP023660	0	2800	CP023660	4027	4238	4476	4745	5031	5352	5766	6245	6787	7580	10492
CP023670	1	186658	50.88075518	-	-	MOBH	CP014361_00035	-	-	-	-	Mobilizable	CP023670	0	7544	CP023670	585	606	628	643	660	675	691	711	732	776	1058
CP023672	1	5296	24.67900302	-	-	-	-	-	-	-	-	Non-mobilizable	CP023672	0	7542	CP023672	587	608	630	645	662	677	693	713	734	778	1060
CP023674	1	87524	47.78232256	IncFIB,IncFIC,rep_cluster_2232	000095__NZ_CP014273_00094,AP001918,CP031286_00006	MOBF	NC_017627_00068	MPF_F	NC_014615_00033,NC_008460_00107,08-5333_00200	-	-	Conjugative	CP023674	0	3789	CP023674	3466	3639	3821	4020	4243	4474	4788	5152	5573	6154	8218
CP023675	1	46664	41.89739414	-	-	MOBP	CP010194_00014	-	-	-	-	Mobilizable	CP023675	0	1149	CP023675	4721	4997	5326	5700	6110	6590	7167	7856	8707	9926	14495
CP023678	1	32791	44.24689701	-	-	-	-	-	-	-	-	Non-mobilizable	CP023678	0	2530	CP023678	4199	4428	4686	4981	5286	5628	6080	6598	7193	8044	11201
CP023679	1	33006	43.07398655	-	-	-	-	-	-	-	-	Non-mobilizable	CP023679	0	2524	CP023679	4195	4424	4681	4976	5281	5623	6075	6593	7188	8039	11193
CP023680	1	36494	43.07009371	-	-	-	-	-	-	-	-	Non-mobilizable	CP023680	0	2535	CP023680	4193	4421	4678	4973	5278	5620	6070	6587	7182	8033	11177
CP023681	1	39266	42.40055009	-	-	-	-	-	-	-	-	Non-mobilizable	CP023681	0	2521	CP023681	4194	4422	4679	4974	5279	5621	6071	6588	7183	8034	11179
CP023686	1	40858	43.93264477	-	-	-	-	-	-	-	-	Non-mobilizable	CP023686	0	2535	CP023686	4193	4421	4678	4973	5278	5620	6070	6587	7182	8033	11178
CP023707	1	81404	51.99990172	IncFII	CP000670	-	-	MPF_F	NC_013507_00059,NC_006323_00113,NC_022609_00081,NC_014312_00116	-	-	Non-mobilizable	CP023707	0	5886	CP023707	1523	1585	1635	1705	1762	1824	1907	2003	2146	2350	3206
CP023712	1	159746	67.20293466	-	-	MOBF	CP016821_00021	MPF_T	NZ_CM002178_00009	-	-	Conjugative	CP023712	0	6917	CP023712	1175	1226	1263	1316	1358	1404	1463	1529	1625	1773	2419
CP023713	1	78337	64.95908702	rep_cluster_1732	001149__JQ418529	MOBF	NZ_CM002179_00048	-	-	-	-	Mobilizable	CP023713	0	6909	CP023713	1177	1228	1266	1319	1361	1407	1466	1532	1628	1776	2422
CP023721	1	301603	62.3428812	-	-	-	-	-	-	-	-	Non-mobilizable	CP023721	0	8469	CP023721	5526	5823	6184	6596	7070	7617	8289	9112	10165	11717	17354
CP023723	1	297984	46.44309762	IncHI1B,IncFIB	JN420336,CP024497_00001	MOBH	NC_016980_00239	MPF_F	NC_016980_00240,NC_018107_00101,NC_016980_00110,NC_016980_00109,NC_016980_00099,NC_018107_00235,NC_023911_00309	-	-	Conjugative	CP023723	0	4068	CP023723	3319	3476	3640	3810	4009	4207	4478	4770	5117	5604	7410
CP023725	1	103454	54.11680554	IncR,IncFII,IncFIA,IncN,IncU	000204__CP008701_00115,JN232517,MH263653_00001,000155__CP018649,000210__KF623109_00045	MOBF	NC_017627_00068	MPF_F	NC_008460_00107	-	-	Conjugative	CP023725	0	2887	CP023725	3769	3963	4170	4400	4654	4923	5279	5687	6145	6784	9100
CP023732	1	93276	47.79686093	IncY	000230__CP009168_00001	-	-	-	-	-	-	Non-mobilizable	CP023732	0	1183	CP023732	4709	4983	5311	5684	6092	6570	7143	7825	8658	9862	14420
CP023733	1	70107	51.08619681	IncFIC,IncFIA	AY458016,MK878891_00042	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_019094_00068,NC_010719_00097,NC_008460_00107,08-5333_00200	MOBP	AP014804	Conjugative	CP023733	0	110	CP023733	4892	5188	5546	5950	6415	6950	7609	8412	9438	10951	16497
CP023734	1	57318	49.26724589	IncFIA,IncFIB	000136__AP014877_00014,000096__NC_019117_00097	-	-	MPF_F	NC_022651_00077	MOBF	AY608912	Mobilizable	CP023734	0	2361	CP023734	420	434	447	454	465	471	483	498	515	552	800
CP023738	1	285280	66.02811273	-	-	-	-	-	-	-	-	Non-mobilizable	CP023738	0	7538	CP023738	588	609	631	646	663	678	694	714	735	779	1061
CP023739	1	209102	62.14479058	-	-	MOBQ	CP023739_00041	-	-	-	-	Mobilizable	CP023739	0	7540	CP023739	590	611	633	648	665	680	696	716	737	781	1063
CP023740	1	180219	63.6314706	-	-	-	-	-	-	-	-	Non-mobilizable	CP023740	0	7539	CP023740	589	610	632	647	664	679	695	715	736	780	1062
CP023753	1	58523	36.64713019	rep_cluster_110	CP006612	MOBP	NC_013767_00059	-	-	-	-	Mobilizable	CP023753	0	4666	CP023753	2900	3034	3156	3295	3444	3604	3825	4070	4370	4809	6477
CP023773	1	56675	41.0798412	rep_cluster_1328	000647__CP018212_00009	MOBQ	CP017358_00012	MPF_T	NC_018699_00034,NC_011352_00013	-	-	Conjugative	CP023773	0	2819	CP023773	3398	3560	3731	3911	4119	4330	4618	4933	5312	5842	7762
CP023774	1	53560	38.68371919	rep_cluster_1465	000804__CP002223	MOBQ	NC_015603_00001	-	-	-	-	Mobilizable	CP023774	0	2821	CP023774	3400	3563	3734	3914	4122	4333	4623	4941	5321	5852	7780
CP023779	1	71380	68.29924349	-	-	MOBF	CP023779_00015	-	-	-	-	Mobilizable	CP023779	0	8470	CP023779	5527	5824	6185	6597	7071	7618	8290	9113	10166	11718	17355
CP023781	1	199876	35.30588965	rep_cluster_893,rep_cluster_889,rep_cluster_2111	002374__CP004064_00076,002368__NC_021987_00004,CP006626	MOBP	NC_021995_00038	MPF_T	NC_020208_00096	-	-	Conjugative	CP023781	0	4000	CP023781	3354	3514	3683	3856	4058	4263	4544	4854	5225	5746	7641
CP023782	1	10647	32.91067906	rep_cluster_1249	000557__AB158402	MOBP	CP003585_00012	-	-	-	-	Mobilizable	CP023782	0	2775	CP023782	4048	4262	4503	4774	5063	5385	5802	6283	6830	7629	10565
CP023783	1	4374	36.87700046	rep_cluster_943	002428__NC_022881_00001	MOBV	NC_017023_00004	-	-	-	-	Mobilizable	CP023783	0	620	CP023783	4820	5107	5449	5844	6289	6810	7442	8215	9208	10671	16021
CP023786	1	40911	35.81432866	rep_cluster_889	002366__KY595966_00031	-	-	-	-	-	-	Non-mobilizable	CP023786	0	3137	CP023786	3859	4058	4278	4524	4787	5075	5448	5870	6347	7010	9462
CP023790	1	199068	35.29196054	rep_cluster_893,rep_cluster_889,rep_cluster_2111	002374__CP004064_00076,002368__NC_021987_00004,CP006626	MOBP	NC_021995_00038	MPF_T	NC_020208_00096	-	-	Conjugative	CP023790	0	4000	CP023790	3354	3514	3683	3856	4058	4263	4544	4854	5225	5746	7642
CP023811	1	4374	36.89986283	rep_cluster_943	002428__NC_022881_00001	MOBV	NC_017023_00004	-	-	-	-	Mobilizable	CP023811	0	620	CP023811	4820	5107	5449	5844	6289	6810	7442	8215	9208	10671	16024
CP023812	1	81514	35.81225311	rep_cluster_889	002366__KY595966_00031	MOBP	NC_021995_00038	MPF_T	NC_020208_00096	-	-	Conjugative	CP023812	0	2751	CP023812	4061	4277	4518	4792	5082	5405	5827	6312	6864	7669	10628
CP023816	1	145883	51.67017404	IncFIA,IncFIB,IncFII,IncFIA,IncQ1	000094__NZ_CP015070_00117,000095__NZ_CP014273_00094,000121__CP024805,000136__AP014877_00014,000195__NC_013728_00014	MOBF	NC_017627_00068	MPF_F	NC_019094_00068,NC_018966_00040,NC_017639_00100,NC_007675_00027,NC_013437_00116,NC_017639_00094,NC_019094_00090,NC_010409_00124,NC_022651_00077,08-5333_00200,NC_008460_00107,NC_010719_00097	MOBF	NZ_CM001473	Conjugative	CP023816	0	764	CP023816	3996	4203	4438	4699	4978	5286	5690	6148	6655	7365	10032
CP023821	1	113737	52.33740999	IncFIC,IncFIB,IncFIA	AY458016,000096__NC_019117_00097,000136__AP014877_00014	MOBF	NC_017627_00068	MPF_F	08-5333_00200,NC_008460_00107,NC_010719_00097,NC_010488_00021,NC_019037_00027,NC_017639_00100,NC_007675_00027,NC_013437_00116,NC_017639_00094,NC_019094_00090,NC_010409_00124,NC_022651_00077	MOBF	KT754162	Conjugative	CP023821	0	103	CP023821	4892	5188	5546	5950	6411	6943	7596	8390	9403	10895	16387
CP023822	1	42913	40.82445879	-	-	MOBP	CP023822_00060	MPF_T	NC_011148_00022,NC_011148_00025,NC_011148_00028,NC_017903_00051	-	-	Conjugative	CP023822	0	2016	CP023822	4480	4734	5027	5359	5711	6115	6626	7227	7931	8953	12717
CP023823	1	34371	48.65147944	IncN	000150__JQ996149	MOBF	NC_020122_00018	MPF_T	NC_020122_00019,NC_020122_00012,NC_020122_00011,NC_020122_00009,NC_020122_00006	-	-	Conjugative	CP023823	0	1224	CP023823	4694	4967	5293	5665	6067	6534	7097	7754	8539	9659	14145
CP023824	1	4072	49.77897839	rep_cluster_1778	001202__CP011432_00001	MOBQ	NC_011411_00002	-	-	MOBQ,MOBQ	NC_013503,NC_009791	Mobilizable	CP023824	0	1923	CP023824	4505	4759	5054	5388	5745	6157	6674	7285	8001	9038	12852
CP023825	1	1552	51.73969072	Col(MG828)	NC_008486	-	-	-	-	MOBP,MOB_unknown	AB027308,CP018359	Mobilizable	CP023825	0	1131	CP023825	4511	4767	5063	5397	5758	6173	6693	7309	8033	9081	12963
CP023827	1	125877	52.35110465	IncFII,IncFIA,IncFIB,rep_cluster_2131,IncFIA	AJ851089,000094__NZ_CP015070_00117,000096__NC_019117_00097,CP030770_00142,MK878891_00042	-	-	MPF_F	NC_019094_00068,NC_008460_00097,NC_017639_00100,NC_007675_00027,NC_013437_00116,NC_017639_00094,NC_019094_00090,NC_010409_00124,NC_022651_00077	MOBF	NZ_CM001473	Mobilizable	CP023827	0	762	CP023827	3995	4202	4437	4698	4977	5284	5686	6141	6645	7349	10001
CP023828	1	67839	52.71598933	IncFIA,IncFIC	MK878891_00042,CP014493_00001	MOBF,MOBF	CP026812_00205,NC_017627_00068	MPF_F	NC_019072_00073,NC_008460_00107,NC_010719_00097,NC_019094_00068,NC_018966_00040,NC_017639_00100,NC_007675_00027,NC_013437_00116,NC_017639_00094,NC_019094_00090,NC_010409_00124,NC_022651_00077	MOBP	AP014804	Conjugative	CP023828	0	110	CP023828	4892	5188	5546	5950	6413	6946	7603	8403	9422	10923	16440
CP023829	1	33067	41.3705507	IncX4	000224__NC_022105_00002	MOBP	NC_013718_00057	MPF_T	NC_021079_00038,NC_013718_00045,NC_013718_00044,NC_013718_00041	-	-	Conjugative	CP023829	0	1147	CP023829	4723	4999	5328	5703	6114	6597	7175	7866	8722	9948	14585
CP023830	1	7939	41.64252425	rep_cluster_2350	CP035723_00002	MOBP,MOBP	NC_017321_00002,NC_020251_00005	-	-	MOBP	NZ_CP016585	Mobilizable	CP023830	0	1547	CP023830	4569	4828	5134	5475	5850	6280	6814	7446	8188	9265	13363
CP023831	1	5167	47.51306367	Col156	CP001126_00001	-	-	-	-	-	-	Non-mobilizable	CP023831	0	1907	CP023831	4524	4780	5077	5411	5776	6192	6713	7334	8063	9117	13050
CP023833	1	4072	51.44891945	rep_cluster_1778	001211__AP017616_00002	MOBQ	NC_011411_00002	-	-	MOBQ,MOBQ	NC_013327,NC_009791	Mobilizable	CP023833	0	1927	CP023833	4505	4759	5054	5388	5745	6158	6677	7290	8009	9049	12884
CP023835	1	152425	51.48564868	IncFIA,IncFIC,IncFIA,IncFIC,IncFIA,IncFIB	000094__NZ_CP015070_00117,AP001918,CP042629_00001,AY458016,000136__AP014877_00014,000095__NZ_CP014273_00094	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_014615_00033,NC_010719_00096,08-5333_00200	MOBF	FN868248	Conjugative	CP023835	0	69	CP023835	4893	5189	5547	5952	6418	6954	7614	8420	9454	10983	16583
CP023837	1	5163	47.47239977	rep_cluster_2131	CP010218_00004	-	-	-	-	-	-	Non-mobilizable	CP023837	0	1907	CP023837	4524	4780	5077	5411	5776	6192	6713	7334	8063	9117	13065
CP023838	1	2089	47.24748684	Col(BS512)	NC_010656	-	-	-	-	-	-	Non-mobilizable	CP023838	0	459	CP023838	4863	5155	5507	5908	6360	6888	7530	8308	9306	10783	16219
CP023840	1	112141	51.28008489	IncFIA,IncFII	CP032169_00114,000126__FO834904	MOBF	NC_021231_00058	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_019389_00068,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_011281_00082,NC_021654_00016,NC_019165_00034,NC_019155_00032,NC_021502_00150	-	-	Conjugative	CP023840	0	953	CP023840	4539	4796	5095	5430	5799	6218	6742	7368	8103	9168	13152
CP023841	1	96190	51.69456284	IncFIB	000097__NC_025166_00051	-	-	-	-	-	-	Non-mobilizable	CP023841	0	2299	CP023841	4310	4550	4826	5138	5467	5841	6327	6895	7565	8531	12035
CP023842	1	8809	42.64956295	ColRNAI_rep_cluster_1987	CP024554_00008	-	-	-	-	-	-	Non-mobilizable	CP023842	0	1683	CP023842	4618	4882	5195	5548	5936	6384	6927	7570	8328	9424	13667
CP023843	1	2044	45.25440313	-	-	-	-	-	-	-	-	Non-mobilizable	CP023843	0	480	CP023843	4859	5151	5502	5903	6355	6883	7525	8303	9301	10778	16209
CP023845	1	181324	51.92969491	IncFIA,IncFIC,IncFIA,IncFIB,IncFIA,IncFIC	CP042629_00001,AY458016,000136__AP014877_00014,000096__NC_019117_00097,000094__NZ_CP015070_00117,AP001918	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_010719_00097,NC_010719_00096,08-5333_00200	-	-	Conjugative	CP023845	0	761	CP023845	3995	4202	4437	4697	4976	5283	5684	6137	6640	7340	9971
CP023850	1	138672	53.03089304	IncFIC,IncFIA,IncFIA	AY458016,000094__NZ_CP015070_00117,000136__AP014877_00014	MOBF	NC_017627_00068	MPF_F	NC_014384_00086,NC_008460_00107,NC_010719_00097,NC_010488_00021,NC_019037_00027,NC_017639_00100,NC_007675_00027,NC_013437_00116,NC_017639_00094,NC_019094_00090,NC_010409_00124,NC_022651_00077	MOBF	KT754162	Conjugative	CP023850	0	754	CP023850	3997	4205	4440	4702	4982	5292	5696	6158	6672	7398	10086
CP023851	1	110452	46.47267591	rep_cluster_488	001852__AP017612_00001	-	-	-	-	-	-	Non-mobilizable	CP023851	0	1204	CP023851	4701	4974	5302	5675	6079	6554	7124	7794	8598	9756	14264
CP023852	1	10612	54.65510743	ColRNAI_rep_cluster_1857	000003__NC_002119_00001	MOBC	NC_009793_00003	-	-	-	-	Mobilizable	CP023852	0	1371	CP023852	4673	4945	5270	5637	6036	6502	7060	7715	8491	9606	14045
CP023854	1	135053	51.37686686	IncFIA,IncFII,IncFIA,IncFIB	000094__NZ_CP015070_00117,000121__CP024805,MK878891_00042,000095__NZ_CP014273_00094	MOBF	NC_011980_00044	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_008460_00097,NC_019094_00068	MOBF	NZ_CM001473	Conjugative	CP023854	0	764	CP023854	3996	4203	4438	4699	4978	5286	5690	6148	6655	7366	10033
CP023855	1	4063	51.4890475	rep_cluster_1778	001211__AP017616_00002	-	-	-	-	MOBQ,MOBQ	NC_009791,NC_013327	Mobilizable	CP023855	0	1927	CP023855	4505	4759	5054	5388	5745	6158	6677	7290	8009	9049	12890
CP023856	1	2331	55.77005577	-	-	-	-	-	-	MOBP	AB027308	Mobilizable	CP023856	0	1971	CP023856	4495	4749	5044	5377	5731	6141	6657	7267	7978	9013	12804
CP023857	1	2101	47.07282247	Col(BS512)	NC_010656	-	-	-	-	-	-	Non-mobilizable	CP023857	0	459	CP023857	4863	5155	5507	5908	6360	6888	7530	8308	9306	10783	16234
CP023858	1	1552	51.8685567	Col(MG828)	NC_008486	-	-	-	-	MOB_unknown,MOBP	CP018359,AB027308	Mobilizable	CP023858	0	1131	CP023858	4511	4767	5063	5397	5758	6173	6693	7309	8033	9081	12966
CP023868	1	2012	49.65208748	rep_cluster_2358	CP000974_00005	-	-	-	-	MOBP	HQ328804	Mobilizable	CP023868	0	1427	CP023868	4628	4898	5216	5577	5970	6427	6972	7616	8377	9477	13766
CP023869	1	3656	46.11597374	ColRNAI_rep_cluster_1987	CP024554_00008	-	-	-	-	-	-	Non-mobilizable	CP023869	0	1680	CP023869	4617	4881	5194	5547	5935	6383	6926	7569	8326	9420	13656
CP023871	1	149485	53.43679968	IncFIA,IncFIA	000094__NZ_CP015070_00117,000136__AP014877_00014	MOBF	NC_017627_00068	MPF_F	NC_010409_00124,NC_022651_00077,08-5333_00200,NC_008460_00107,NC_014615_00033,NC_010488_00021,NC_018966_00040,NC_017639_00100,NC_007675_00027,NC_013437_00116,NC_017639_00094	-	-	Conjugative	CP023871	0	761	CP023871	3995	4202	4437	4697	4976	5283	5683	6135	6637	7333	9949
CP023872	1	6172	52.52754375	rep_cluster_2335	KU302809_00001	-	-	-	-	MOBP	AJ001708	Mobilizable	CP023872	0	1356	CP023872	1549	1614	1665	1737	1795	1859	1945	2050	2199	2415	3408
CP023875	1	262185	52.72917978	IncN,IncFIB	000155__CP018649,000106__CP022118	MOBF,MOBF	NC_015599_00019,CP026276_00127	MPF_T	NC_022375_00024,NC_009131_00030,NC_011617_00041,NC_014368_00014,NC_007682_00044,NC_008612_00190,NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_021654_00004,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_019165_00034,NC_014312_00141,NC_021502_00150	MOBF	NZ_CP016498	Conjugative	CP023875	0	845	CP023875	4764	5045	5379	5761	6193	6694	7301	8027	8944	10253	15207
CP023876	1	10343	54.41361307	ColRNAI_rep_cluster_1987	CP024554_00008	-	-	-	-	-	-	Non-mobilizable	CP023876	0	689	CP023876	2350	2461	2558	2666	2771	2895	3062	3254	3492	3829	5168
CP023878	1	108606	53.04955527	IncN	000155__CP018649	MOBF	NC_015599_00019	MPF_T	NC_022375_00024,NC_008612_00190,NC_007682_00044,NC_014368_00014,NC_011617_00041,NC_009131_00030	MOBF	NZ_CP016498	Conjugative	CP023878	0	144	CP023878	4794	5079	5419	5812	6254	6769	7397	8157	9129	10556	15798
CP023879	1	196943	52.57257176	IncFIB,IncFII	000106__CP022118,000127__CP009275	MOBF	CP026276_00127	MPF_F	NC_021502_00150,NC_014312_00141,NC_019165_00034,NC_022609_00081,NC_014312_00128,NC_021502_00131,NC_021654_00004,NC_023332_00154,NC_014312_00118,NC_014312_00116	-	-	Conjugative	CP023879	0	845	CP023879	4764	5045	5379	5761	6193	6694	7301	8027	8944	10254	15208
CP023880	1	10345	54.42242629	ColRNAI_rep_cluster_1987	CP024554_00008	-	-	-	-	-	-	Non-mobilizable	CP023880	0	689	CP023880	2350	2461	2558	2666	2771	2895	3062	3254	3492	3829	5169
CP023881	1	4942	49.87859166	-	-	-	-	-	-	-	-	Non-mobilizable	CP023881	0	232	CP023881	4869	5161	5513	5914	6366	6895	7537	8315	9313	10792	16247
CP023882	1	2481	54.17170496	ColRNAI_rep_cluster_1987	CP041116_00002	MOBP	NC_001898_00003	-	-	MOBP	CP018941	Mobilizable	CP023882	0	1769	CP023882	4553	4812	5114	5451	5823	6245	6772	7401	8138	9209	13247
CP023883	1	64704	52.08951533	IncFII	000122__JQ418538	-	-	-	-	-	-	Non-mobilizable	CP023883	0	691	CP023883	2351	2462	2559	2667	2772	2897	3065	3258	3497	3834	5175
CP023885	1	10507	58.61806415	-	-	-	-	-	-	-	-	Non-mobilizable	CP023885	0	689	CP023885	2350	2461	2558	2666	2771	2895	3063	3255	3494	3831	5171
CP023887	1	3724	53.19548872	ColRNAI_rep_cluster_1987	CP041116_00002	MOBP	CP043517_00004	-	-	MOBP	CP018941	Mobilizable	CP023887	0	1621	CP023887	4555	4814	5117	5457	5830	6253	6780	7409	8146	9218	13259
CP023889	1	4779	51.43335426	rep_cluster_2335	KU302809_00001	MOBP	NC_016979_00005	-	-	MOBP	CP008720	Mobilizable	CP023889	0	1284	CP023889	4566	4825	5131	5472	5847	6273	6805	7436	8178	9254	13341
CP023890	1	89860	53.08924994	IncFII	000122__JQ418538	MOBF	CP008789_00079	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_019389_00068,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_021654_00016,NC_019165_00034,NC_022609_00095,NC_021502_00150	-	-	Conjugative	CP023890	0	691	CP023890	2351	2462	2559	2667	2772	2897	3065	3257	3496	3833	5174
CP023891	1	1998	51.8018018	rep_cluster_2335	KU302809_00001	-	-	-	-	MOBP	HQ328804	Mobilizable	CP023891	0	1467	CP023891	4601	4865	5177	5528	5914	6358	6899	7538	8292	9384	13606
CP023892	1	2711	55.73589082	ColRNAI_rep_cluster_1987	CP041116_00002	MOBP	CP043517_00004	-	-	MOBP	CP018941	Mobilizable	CP023892	0	1769	CP023892	4553	4812	5114	5451	5823	6245	6772	7401	8138	9208	13246
CP023893	1	231294	52.40213754	IncFIB,IncFII	000107__CP014778_00094,MK649828_00114	MOBF	NC_021231_00058	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_019389_00068,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_019389_00080,NC_021654_00016,NC_019165_00034,NC_019155_00032,NC_021502_00150	-	-	Conjugative	CP023893	0	2731	CP023893	4076	4293	4535	4810	5101	5428	5855	6344	6905	7721	10719
CP023894	1	71267	51.95251659	IncN	000155__CP018649	MOBF	NC_015599_00019	MPF_T	NC_022375_00024,NC_009131_00030,NC_011617_00041,NC_014368_00014,NC_007682_00044,NC_008612_00190	MOBF	NZ_CP016498	Conjugative	CP023894	0	144	CP023894	4794	5079	5419	5812	6254	6769	7397	8157	9129	10556	15796
