GenomeID	num_contigs	total_length	gc	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	PredictedMobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_cluster	GenomeID	clust_90	clust_91	clust_92	clust_93	clust_94	clust_95	clust_96	clust_97	clust_98	clust_99	clust_100
CP022302	1	1859	39.69876278	-	-	-	-	-	-	-	-	Non-mobilizable	CP022302	0	6828	CP022302	2438	2513	2590	2688	2809	2960	3159	3420	3713	4110	6168
CP022304	1	95560	62.80347426	-	-	-	-	-	-	-	-	Non-mobilizable	CP022304	0	4461	CP022304	5124	5250	5378	5563	5788	6073	6433	6942	7656	8764	15676
CP022305	1	63231	62.49466243	-	-	-	-	-	-	-	-	Non-mobilizable	CP022305	0	5523	CP022305	5726	5852	5980	6165	6390	6675	7035	7544	8258	9366	16278
CP022306	1	45797	62.62637291	-	-	-	-	-	-	-	-	Non-mobilizable	CP022306	0	8452	CP022306	5226	5352	5480	5665	5890	6175	6535	7044	7758	8866	15778
CP022309	1	15963	55.10868884	-	-	-	-	-	-	-	-	Non-mobilizable	CP022309	0	8453	CP022309	93	98	106	115	126	137	155	173	189	206	308
CP022317	1	61637	68.34206726	-	-	-	-	-	-	-	-	Non-mobilizable	CP022317	0	6806	CP022317	4446	4572	4700	4885	5110	5395	5755	6264	6978	8086	14998
CP022318	1	47134	69.02448339	-	-	MOBF	CP022318_00042	-	-	-	-	Mobilizable	CP022318	0	8454	CP022318	4505	4631	4759	4944	5169	5454	5814	6323	7037	8145	15057
CP022320	1	32220	37.49844817	-	-	-	-	-	-	-	-	Non-mobilizable	CP022320	0	7592	CP022320	4246	4371	4499	4676	4897	5177	5527	6026	6717	7800	14620
CP022342	1	2894	35.27988943	-	-	-	-	-	-	-	-	Non-mobilizable	CP022342	0	8455	CP022342	1244	1275	1310	1361	1428	1498	1607	1744	1905	2101	2902
CP022343	1	4480	43.34821429	-	-	MOBV	NC_022531_00004	-	-	-	-	Mobilizable	CP022343	0	522	CP022343	1245	1276	1311	1362	1430	1500	1609	1746	1907	2103	2906
CP022346	1	326530	32.2386917	rep_cluster_125	000558__CP013279	-	-	MPF_unknown	NC_017203_00099,NC_018501_00133	-	-	Non-mobilizable	CP022346	0	3258	CP022346	1590	1632	1680	1742	1825	1918	2055	2228	2435	2711	4167
CP022349	1	126877	53.46595522	IncFII,IncU,IncFIA	000122__JQ418538,000210__KF623109_00045,CP022275_00044	MOBF	CP008789_00079	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_019165_00034,NC_021502_00150	-	-	Conjugative	CP022349	0	5887	CP022349	3693	3802	3913	4072	4264	4515	4836	5298	5889	6785	12652
CP022350	1	106140	55.54927454	IncFII,rep_cluster_2272,IncFIB	000122__JQ418538,CP042519_00001,000101__NZ_CP012345_00042	MOBF	NC_021501_00073	MPF_F	NC_021501_00074,NC_021501_00097,NC_006323_00096,NC_006323_00097,NC_009378_00101,NC_006323_00105,NC_021501_00085,NC_021501_00084,NC_021501_00083	-	-	Conjugative	CP022350	0	1030	CP022350	3192	3286	3383	3517	3678	3880	4149	4521	4970	5622	8872
CP022351	1	46149	46.64889813	IncX3	000221__NC_025130_00012	-	-	MPF_T	NC_023277_00163,NC_019157_00029,NC_019157_00030,NC_019083_00030,NC_017624_00009	-	-	Non-mobilizable	CP022351	0	1087	CP022351	3194	3288	3385	3520	3682	3884	4153	4525	4975	5628	8923
CP022357	1	5539	35.22296443	rep_cluster_1372	000702__CP022357_00001	-	-	-	-	-	-	Non-mobilizable	CP022357	0	6215	CP022357	6282	6408	6536	6721	6946	7231	7591	8100	8814	9922	16834
CP022359	1	193338	51.8221974	IncC	000092__CP025470	MOBH	NC_012885_00072	MPF_F	NC_014170_00023,NC_012885_00083,NC_016974_00085,NC_012885_00088,NC_012885_00091,NC_023291_00077,NC_012885_00167,NC_009140_00071	MOBH	JQ319772	Conjugative	CP022359	0	152	CP022359	3552	3658	3769	3927	4115	4362	4678	5132	5708	6544	11776
CP022360	1	10479	40.81496326	rep_cluster_1801	001224__CP022360_00008	-	-	-	-	-	-	Non-mobilizable	CP022360	0	5458	CP022360	6053	6179	6307	6492	6717	7002	7362	7871	8585	9693	16605
CP022365	1	200555	66.59071078	rep_cluster_1806,rep_cluster_771	001227__CP007798_00001,002251__CP007798_00080	-	-	-	-	-	-	Non-mobilizable	CP022365	0	6367	CP022365	298	306	319	335	357	378	413	446	488	546	801
CP022368	1	45608	61.82906508	-	-	MOBQ	CP022368_00024	-	-	-	-	Mobilizable	CP022368	0	8456	CP022368	5214	5340	5468	5653	5878	6163	6523	7032	7746	8854	15766
CP022370	1	189990	63.25490815	rep_cluster_479	001836__CP022370_00038	MOBP	CP022370_00191	MPF_T	NC_015685_00113,NC_007960_00082,NC_007960_00083,NC_015685_00123	-	-	Conjugative	CP022370	0	4075	CP022370	5104	5230	5358	5543	5768	6053	6413	6922	7636	8744	15656
CP022371	1	112144	66.88989157	rep_cluster_511	001885__CP022371_00050	MOBP	CP022371_00038	MPF_T	NC_015685_00123,NC_015685_00118,NC_007960_00083,NC_007960_00082,NC_015685_00113	-	-	Conjugative	CP022371	0	4076	CP022371	4872	4998	5126	5311	5536	5821	6181	6690	7404	8512	15424
CP022408	1	81950	46.26723612	IncFIB,IncI-gamma/K1	000095__NZ_CP014273_00094,KJ484639	-	-	-	-	-	-	Non-mobilizable	CP022408	0	3792	CP022408	3409	3512	3621	3775	3956	4191	4496	4917	5434	6163	10384
CP022410	1	8736	34.27197802	rep_cluster_60	002036__CP022410_00002	-	-	-	-	-	-	Non-mobilizable	CP022410	0	4725	CP022410	7	9	10	12	14	14	16	17	18	18	21
CP022417	1	292917	58.8101749	rep_cluster_251	001529__CP022417_00152	MOBP	CP022417_00162	-	-	-	-	Mobilizable	CP022417	0	5369	CP022417	397	407	422	442	471	496	538	576	626	693	963
CP022418	1	284777	58.43695242	rep_cluster_562	001963__CP022418_00240	MOBP	CP022417_00162	-	-	-	-	Mobilizable	CP022418	0	7591	CP022418	305	313	326	342	365	386	422	455	498	556	811
CP022419	1	209222	56.81524887	rep_cluster_611	002057__CP022419_00196	MOBP	NC_023148_00033	MPF_T	NC_009955_00049,NC_009955_00053,NC_004574_00087,NC_008042_00056,NC_023148_00034	-	-	Conjugative	CP022419	0	6905	CP022419	4398	4524	4652	4837	5062	5347	5706	6214	6927	8035	14947
CP022420	1	142107	60.31933684	rep_cluster_613	002061__CP022420_00034	MOBP	CP022420_00118	-	-	-	-	Mobilizable	CP022420	0	7589	CP022420	436	446	462	483	512	538	580	618	671	738	1010
CP022421	1	99245	60.72850018	rep_cluster_392,rep_cluster_517	001717__CP019309,001892__CP022421_00013	MOBP	CP028477_00051	-	-	-	-	Mobilizable	CP022421	0	6450	CP022421	228	235	247	261	278	298	327	358	394	446	672
CP022422	1	92794	58.92837899	rep_cluster_601	002045__CP022422_00078	MOBP	NC_023148_00033	MPF_T	NC_023148_00034,NC_008042_00056,NC_004574_00087,NC_009955_00053,NC_009955_00049,NC_004574_00081	-	-	Conjugative	CP022422	0	6473	CP022422	431	441	456	477	506	531	573	611	664	731	1002
CP022424	1	282640	63.57415794	-	-	-	-	-	-	-	-	Non-mobilizable	CP022424	0	7034	CP022424	162	169	180	193	206	220	244	270	298	325	508
CP022425	1	40016	62.03268693	rep_cluster_429	001766__CP022425_00015	MOBP	CP022425_00046	-	-	-	-	Mobilizable	CP022425	0	2036	CP022425	2576	2652	2732	2834	2960	3118	3329	3597	3897	4306	6397
CP022428	1	34600	57.58092486	rep_cluster_2350	AY123047_00001	-	-	-	-	-	-	Non-mobilizable	CP022428	0	215	CP022428	3768	3879	3990	4152	4348	4603	4928	5399	6013	6961	13136
CP022429	1	328324	52.38514394	rep_cluster_1232	000537__CP014208_00063	-	-	-	-	-	-	Non-mobilizable	CP022429	0	4057	CP022429	2501	2577	2655	2754	2876	3030	3234	3495	3789	4192	6261
CP022431	1	111940	53.51438271	-	-	MOBF	CP022431_00120	MPF_F	NC_014305_00139,NC_014839_00420,NC_014839_00424,NC_014305_00151,NC_014305_00152,NC_014839_00436	-	-	Conjugative	CP022431	0	3664	CP022431	3496	3601	3712	3868	4054	4300	4613	5064	5632	6437	11368
CP022441	1	316557	46.30666831	IncU,rep_cluster_1254	000212__CP012556_00176,000562__KT346360_00001	MOBH	NC_018107_00109	MPF_F	NC_023911_00309,NC_018107_00235,NC_016980_00099,NC_018107_00216,NC_016980_00110,NC_016980_00240,NC_018107_00101	-	-	Conjugative	CP022441	0	2392	CP022441	3500	3605	3716	3872	4058	4304	4618	5069	5638	6443	11429
CP022442	1	95324	51.59351265	rep_cluster_2183,IncFII,rep_cluster_1418	CP033468_00001,000129__CP018340,000759__NC_013950_00034	MOBF	NC_021231_00058	MPF_F	NC_021502_00150,NC_019155_00032,NC_019165_00034,NC_021654_00016,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_021502_00131,NC_019389_00068,NC_023332_00154,NC_014312_00118,NC_014312_00116	-	-	Conjugative	CP022442	0	2343	CP022442	3716	3825	3936	4096	4289	4543	4866	5333	5937	6856	12811
CP022443	1	38669	49.38581293	IncFIA,rep_cluster_2392	CP032169_00114,CP045830_00002	-	-	-	-	-	-	Non-mobilizable	CP022443	0	849	CP022443	3307	3405	3512	3658	3833	4061	4357	4757	5254	5950	9806
CP022447	1	9105	31.63097199	rep_cluster_1848	001273__EU362918	-	-	-	-	-	-	Non-mobilizable	CP022447	0	6436	CP022447	1997	2047	2109	2183	2283	2393	2555	2759	3004	3337	5026
CP022448	1	10473	30.163277	-	-	-	-	-	-	-	-	Non-mobilizable	CP022448	0	6437	CP022448	6436	6562	6690	6875	7100	7385	7745	8254	8968	10076	16988
CP022451	1	222470	47.53045354	IncQ1,IncN,IncHI2A,rep_cluster_1088	000195__NC_013728_00014,000155__CP018649,BX664015,000340__KU353730	-	-	MPF_F	NC_005211_00005,NC_009838_00006,NC_005211_00012,NC_021845_00017,NC_005211_00030	-	-	Non-mobilizable	CP022451	0	920	CP022451	3646	3755	3866	4025	4215	4463	4782	5239	5820	6698	12364
CP022452	1	60860	42.31843575	IncI2	KY693674	MOBP	MN232180_00018	MPF_T	NC_020270_00058,NC_019039_00052,NC_020270_00063,NC_019039_00065	-	-	Conjugative	CP022452	0	1143	CP022452	2886	2974	3063	3181	3322	3503	3745	4048	4387	4869	7383
CP022453	1	38911	48.67775179	IncX1,IncN	000215__KC853434_00019,000155__CP018649	-	-	-	-	-	-	Non-mobilizable	CP022453	0	1097	CP022453	3416	3519	3628	3782	3964	4200	4505	4928	5447	6180	10510
CP022454	1	17636	46.72828306	rep_cluster_2350	CP035723_00002	-	-	-	-	MOBP,MOB_unknown	CP018844,NC_019986	Mobilizable	CP022454	0	295	CP022454	3272	3368	3468	3611	3780	3999	4284	4671	5153	5835	9593
CP022456	1	87762	49.82566487	IncI-gamma/K1	CP003290	MOBP	NC_019097	MPF_I	NC_019097_00085,NC_022267_00069,NC_019097_00075,NC_015965_00072,NC_023290_00086,NC_022267_00057,NC_019097_00056	-	-	Conjugative	CP022456	0	13	CP022456	3804	3915	4029	4192	4391	4652	4982	5459	6110	7119	13595
CP022458	1	55820	53.49158008	-	-	MOBP	NC_013728_00087	MPF_I	NC_014843_00033,NC_022992_00098,NC_012487_00131,NC_022371_00084,NC_014843_00041,NC_011754_00109,NC_007365_00035,NC_014843_00047,NC_011754_00087	MOBP	CP018984	Conjugative	CP022458	0	725	CP022458	3795	3906	4019	4182	4379	4638	4967	5442	6077	7044	13366
CP022460	1	67979	52.70745377	IncFIA,IncFIC	MK878891_00042,CP014493_00001	MOBF	MF535908_00027	-	-	-	-	Mobilizable	CP022460	0	2886	CP022460	3471	3576	3687	3843	4028	4268	4581	5018	5564	6348	11130
CP022461	1	66524	44.74024412	rep_cluster_488	001852__AP017612_00001	-	-	-	-	-	-	Non-mobilizable	CP022461	0	1203	CP022461	2926	3015	3105	3225	3368	3553	3798	4109	4470	4987	7595
CP022465	1	43860	41.55722754	rep_cluster_1736	001154__CP022465_00023	MOBM	CP022465_00029	-	-	-	-	Mobilizable	CP022465	0	7587	CP022465	5796	5922	6050	6235	6460	6745	7105	7614	8328	9436	16348
CP022471	1	45197	29.14352723	rep_cluster_475	001826__KX686749	MOBP	NC_022355_00016	MPF_T	NC_007141_00026,NC_006135_00040,NC_022355_00043,NC_022355_00047	-	-	Conjugative	CP022471	0	2643	CP022471	1735	1783	1839	1905	1991	2088	2236	2420	2645	2950	4511
CP022476	1	17609	44.92021126	rep_cluster_1229,rep_cluster_1948	000525__CP006247_00002,001392__CP005947_00006	MOBP	NC_021227_00007	-	-	-	-	Mobilizable	CP022476	0	2863	CP022476	821	837	858	892	937	979	1044	1113	1206	1318	1772
CP022483	1	143755	61.76411255	-	-	MOBP	CP022483_00071	-	-	-	-	Mobilizable	CP022483	0	7575	CP022483	3123	3216	3312	3443	3598	3796	4058	4415	4857	5496	8621
CP022484	1	65180	34.30346732	rep_cluster_992	002472__AE016833_00001	MOBV,MOBT,MOBC	NC_022618_00010,CP040905_00050,NZ_ASWX01000006_00035	-	-	-	-	Mobilizable	CP022484	0	4541	CP022484	1292	1325	1361	1415	1485	1556	1668	1813	1977	2185	3054
CP022485	1	59380	34.36005389	rep_cluster_180	001222__CP008815_00027	MOBP	NC_013533_00032	MPF_T	NC_004671_00018,NC_006827_00028	-	-	Conjugative	CP022485	0	4817	CP022485	1211	1241	1275	1325	1390	1460	1568	1698	1851	2041	2826
CP022486	1	31392	35.07262997	rep_cluster_183,rep_cluster_1027	AM296544,AB563188	-	-	-	-	-	-	Non-mobilizable	CP022486	0	3135	CP022486	1310	1343	1379	1433	1504	1575	1687	1834	2002	2215	3104
CP022487	1	5121	36.80921695	rep_cluster_2301	AJ223161	MOBV	NC_005013_00008	-	-	-	-	Mobilizable	CP022487	0	5647	CP022487	1269	1302	1338	1392	1461	1532	1644	1786	1947	2145	2977
CP022492	1	131583	51.48157437	IncFII	CP022492_00047	MOBP	CP022492_00101	-	-	-	-	Mobilizable	CP022492	0	439	CP022492	2711	2793	2874	2980	3111	3275	3496	3773	4084	4512	6658
CP022495	1	236555	45.44186341	IncFIA,IncHI1B	CP032169_00114,AF250878	MOBH,MOBH	CP030285_00102,NC_013365_00169	MPF_F	NC_002305_00120,NC_005211_00030,NC_019360_00278,NC_009981_00239,NC_019360_00256,NC_019360_00255,NC_002305_00127	-	-	Conjugative	CP022495	0	918	CP022495	3366	3469	3578	3732	3912	4147	4450	4870	5375	6085	10060
CP022498	1	31173	61.45061431	IncQ1	000192__AM183225_00009	MOBQ	CP022499	-	-	MOBQ,MOBQ	CP011585,KU674895	Mobilizable	CP022498	0	184	CP022498	3535	3640	3751	3908	4096	4342	4657	5110	5683	6509	11603
CP022499	1	38945	54.90306843	rep_cluster_2335,IncQ1	KU302809_00001,000192__AM183225_00009	MOBQ	CP022499	-	-	MOBP,MOBQ	AJ001708,KU674895	Mobilizable	CP022499	0	184	CP022499	3563	3669	3780	3938	4126	4374	4691	5145	5723	6569	11978
CP022501	1	1857	48.03446419	-	-	-	-	-	-	-	-	Non-mobilizable	CP022501	0	7565	CP022501	3920	4031	4145	4308	4507	4768	5099	5576	6230	7268	13874
CP022502	1	66760	44.58508089	IncX1	000218__CP001123	MOBP,MOBP	NC_019097,CP022502_00062	-	-	MOBP	KM107848	Mobilizable	CP022502	0	729	CP022502	2987	3077	3170	3292	3440	3628	3880	4205	4594	5155	8007
CP022516	1	64728	43.75231739	rep_cluster_952	002435__CP022516	MOBB	CP022516_00068	-	-	-	-	Mobilizable	CP022516	0	8457	CP022516	5405	5531	5659	5844	6069	6354	6714	7223	7937	9045	15957
CP022518	1	196103	50.74323187	rep_cluster_1441	000782__CP016891_00080	-	-	-	-	-	-	Non-mobilizable	CP022518	0	4647	CP022518	3870	3981	4095	4258	4457	4718	5049	5526	6180	7217	13821
CP022519	1	130944	51.74425709	rep_cluster_807	002288__NZ_CM003470_00143	-	-	-	-	MOB_unknown	CP016709	Mobilizable	CP022519	0	4651	CP022519	2454	2529	2606	2704	2825	2976	3175	3436	3729	4127	6188
CP022520	1	72356	53.25474045	rep_cluster_2315	CP022520_00051	-	-	MPF_G	NC_014304_00045,NC_014304_00046,NC_018999_00045,NC_014304_00056,NC_014304_00062,NC_014304_00040,NC_014304_00041	-	-	Non-mobilizable	CP022520	0	6072	CP022520	2577	2654	2734	2836	2962	3120	3331	3599	3899	4308	6399
CP022533	1	330060	47.31109495	IncHI2A,rep_cluster_1088	BX664015,000340__KU353730	MOBH	NC_012555_00231	MPF_F	NC_005211_00200,NC_005211_00207,NC_005211_00005,NC_009838_00006,NC_005211_00012,NC_021845_00017,NC_005211_00030	MOBH	NC_017484	Conjugative	CP022533	0	922	CP022533	3646	3755	3866	4025	4215	4463	4782	5239	5821	6701	12472
CP022534	1	126208	54.42761156	IncFIA,IncFII	CP022275_00044,CP019890_00139	MOBF	NC_014107_00160	MPF_F	NC_014107_00159,NC_014107_00155,NC_014107_00154,NC_014107_00146,NC_014107_00145,NC_014107_00139,NC_014107_00137,NC_014107_00135,NC_009425_00108,NC_014107_00127,NC_014107_00126,NC_014107_00125	-	-	Conjugative	CP022534	0	977	CP022534	3116	3208	3304	3433	3587	3785	4047	4404	4845	5484	8609
CP022536	1	29239	23.93720715	-	-	-	-	-	-	-	-	Non-mobilizable	CP022536	0	8458	CP022536	1966	2016	2078	2151	2251	2361	2523	2725	2969	3302	4989
CP022541	1	372263	60.30333393	-	-	-	-	-	-	-	-	Non-mobilizable	CP022541	0	4470	CP022541	655	668	687	713	748	780	833	879	945	1036	1357
CP022542	1	154467	62.80241087	-	-	-	-	-	-	-	-	Non-mobilizable	CP022542	0	6446	CP022542	4942	5068	5196	5381	5606	5891	6251	6760	7474	8582	15494
CP022543	1	81447	60.42334279	rep_cluster_392,rep_cluster_160	001717__CP019309,000980__NC_009955_00156	-	-	-	-	-	-	Non-mobilizable	CP022543	0	7277	CP022543	244	251	263	277	296	316	347	378	415	467	693
CP022546	1	51329	71.14886322	-	-	-	-	-	-	-	-	Non-mobilizable	CP022546	0	5567	CP022546	4323	4449	4577	4758	4983	5265	5620	6124	6823	7919	14793
CP022549	1	196579	53.9788075	-	-	-	-	-	-	-	-	Non-mobilizable	CP022549	0	8459	CP022549	4989	5115	5243	5428	5653	5938	6298	6807	7521	8629	15541
CP022554	1	23022	41.53852836	-	-	-	-	-	-	-	-	Non-mobilizable	CP022554	0	8460	CP022554	5342	5468	5596	5781	6006	6291	6651	7160	7874	8982	15894
CP022557	1	17243	39.52328481	Col(SD853)	NC_015392	MOBV,MOBV	NC_005311_00009,NC_022531_00004	-	-	-	-	Mobilizable	CP022557	0	525	CP022557	1245	1276	1311	1362	1429	1499	1608	1745	1906	2102	2904
CP022558	1	8020	39.97506234	Col(SD853)	NC_015392	MOBV	LN999830_00004	-	-	-	-	Mobilizable	CP022558	0	525	CP022558	1245	1276	1311	1362	1429	1499	1608	1745	1906	2102	2905
CP022563	1	130536	56.73377459	rep_cluster_398	001720__CP003962	MOBP	CP039372_00119	MPF_I	NC_015855_00072,NC_015855_00068,NC_015855_00067,NC_015855_00065,NC_015855_00064,NC_015855_00013,NC_015855_00005,NC_015855_00139	-	-	Conjugative	CP022563	0	4423	CP022563	2713	2795	2876	2983	3115	3279	3500	3777	4088	4516	6662
CP022568	1	326874	61.07919259	rep_cluster_841	002324__CP013491_00052	MOBQ	CP022568_00226	MPF_T	NC_016815_01382	-	-	Conjugative	CP022568	0	2837	CP022568	341	349	363	381	406	429	469	504	549	610	869
CP022569	1	264815	61.36359345	-	-	-	-	-	-	-	-	Non-mobilizable	CP022569	0	2846	CP022569	136	142	151	162	174	186	206	229	253	277	442
CP022570	1	12967	61.17066399	-	-	-	-	-	-	-	-	Non-mobilizable	CP022570	0	8461	CP022570	4458	4584	4712	4897	5122	5407	5767	6276	6990	8098	15010
CP022574	1	170415	52.72716604	rep_cluster_2183,IncFII,IncFIB	CP033468_00001,000130__CP023489,000107__CP014778_00094	MOBF	NC_021231_00058	MPF_F	NC_021502_00150,NC_023905_00125,NC_019165_00034,NC_021654_00016,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_021502_00131,NC_021654_00004,NC_023332_00154,NC_014312_00118,NC_014312_00116	-	-	Conjugative	CP022574	0	820	CP022574	3726	3836	3947	4108	4303	4557	4881	5351	5958	6890	12962
CP022576	1	13841	53.68109241	ColRNAI_rep_cluster_1857	000003__NC_002119_00001	MOBC	NC_009793_00003	-	-	-	-	Mobilizable	CP022576	0	1376	CP022576	3232	3327	3425	3565	3733	3942	4215	4596	5062	5726	9338
CP022581	1	105060	64.16523891	rep_cluster_1611	000995__CP022581_00052	-	-	-	-	-	-	Non-mobilizable	CP022581	0	7585	CP022581	5291	5417	5545	5730	5955	6240	6600	7109	7823	8931	15843
CP022602	1	19701	50.67255469	-	-	-	-	-	-	-	-	Non-mobilizable	CP022602	0	7383	CP022602	6248	6374	6502	6687	6912	7197	7557	8066	8780	9888	16800
CP022608	1	17939	28.03946708	rep_cluster_1733,rep_cluster_2100,rep_cluster_1017,rep_cluster_1017	CP000737,AP003089,000261__GQ900456,GQ900473	-	-	-	-	MOBV,MOBV	JQ004409,CP018471	Mobilizable	CP022608	0	2439	CP022608	1449	1488	1530	1589	1665	1747	1875	2041	2235	2493	3730
CP022610	1	137128	50.65413336	IncFIA,IncFIC,IncFIA,IncFIB	000094__NZ_CP015070_00117,CR942285,CP022610_00144,000096__NC_019117_00097	MOBF	AP018572_00011	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_014615_00033	MOBF	LN824137	Conjugative	CP022610	0	113	CP022610	3448	3551	3661	3816	4000	4239	4547	4970	5501	6259	10834
CP022612	1	334957	47.53296692	IncFIB,IncHI1B,rep_cluster_1254,IncR,IncFIA	CP024497_00001,JN420336,000562__KT346360_00001,000204__CP008701_00115,CP032169_00114	MOBH	NC_016980_00239	MPF_F	NC_023911_00309,NC_018107_00235,NC_016980_00099,NC_016980_00110,NC_018107_00101,NC_016980_00240	-	-	Conjugative	CP022612	0	4070	CP022612	3619	3727	3838	3997	4187	4435	4753	5208	5788	6657	12218
CP022659	1	70062	52.97879021	rep_cluster_2132	CP022659_00009	-	-	-	-	-	-	Non-mobilizable	CP022659	0	510	CP022659	5398	5524	5652	5837	6062	6347	6707	7216	7930	9038	15950
CP022660	1	290957	51.30105136	IncFII	CP000670	MOBF	CP022660_00273	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_013437_00116,NC_007675_00027,NC_017054_00096,NC_019094_00068,NC_014615_00033,NZ_CM001154_00067,NZ_CM001063_00039	-	-	Conjugative	CP022660	0	998	CP022660	3781	3892	4004	4167	4364	4620	4948	5422	6051	7013	13305
CP022661	1	143770	51.09410865	-	-	-	-	-	-	-	-	Non-mobilizable	CP022661	0	429	CP022661	2710	2792	2873	2979	3110	3274	3495	3772	4083	4511	6657
CP022662	1	132606	49.3446752	IncFIB	000106__CP022118	-	-	-	-	-	-	Non-mobilizable	CP022662	0	907	CP022662	3808	3919	4033	4196	4395	4656	4987	5464	6118	7155	13759
CP022669	1	327451	57.58205044	rep_cluster_471	001820__CP013523_00221	MOBQ	NC_002575_00134	MPF_T	NC_019555_00155,NC_009621_00340,NC_002575_00131	-	-	Conjugative	CP022669	0	7581	CP022669	161	168	179	192	205	219	243	269	297	324	507
CP022670	1	179782	58.78007809	rep_cluster_96	002445__CP022670_00071	MOBP	CP022670_00134	MPF_T	NC_011370_00134,NC_011370_00135,NC_011370_00139,NC_021909_00030,NC_011370_00141,NC_011370_00144	-	-	Conjugative	CP022670	0	7578	CP022670	4349	4475	4603	4787	5012	5296	5653	6159	6861	7962	14849
CP022671	1	18458	58.98797269	-	-	-	-	-	-	-	-	Non-mobilizable	CP022671	0	8462	CP022671	6353	6479	6607	6792	7017	7302	7662	8171	8885	9993	16905
CP022673	1	113079	51.40565445	IncI-gamma/K1	KT754167	MOBP	NC_013728_00087	MPF_I	NC_014843_00033,NC_022992_00098,NC_012487_00131,NC_022371_00084,NC_014843_00041,NC_011754_00109,NC_007365_00035,NC_014843_00047,NC_011754_00087	MOBP	FR821780	Conjugative	CP022673	0	725	CP022673	3792	3903	4015	4178	4375	4633	4961	5436	6066	7029	13325
CP022675	1	21959	34.92873082	-	-	MOBQ	CP016792_00006	-	-	-	-	Mobilizable	CP022675	0	4185	CP022675	6296	6422	6550	6735	6960	7245	7605	8114	8828	9936	16848
CP022676	1	17285	34.60225629	-	-	MOBV	CP022676_00003	-	-	-	-	Mobilizable	CP022676	0	7087	CP022676	1581	1623	1670	1732	1814	1907	2043	2214	2417	2692	4134
CP022677	1	9202	33.51445338	-	-	-	-	-	-	-	-	Non-mobilizable	CP022677	0	7087	CP022677	1581	1623	1670	1732	1814	1907	2043	2214	2417	2692	4136
CP022678	1	7873	32.82103391	-	-	-	-	-	-	-	-	Non-mobilizable	CP022678	0	7087	CP022678	1581	1623	1670	1732	1814	1907	2043	2214	2417	2692	4135
CP022679	1	2921	33.48168435	-	-	-	-	-	-	-	-	Non-mobilizable	CP022679	0	7087	CP022679	1581	1623	1670	1732	1814	1907	2043	2214	2417	2692	4137
CP022681	1	26370	40.07584376	-	-	-	-	-	-	-	-	Non-mobilizable	CP022681	0	8463	CP022681	5678	5804	5932	6117	6342	6627	6987	7496	8210	9318	16230
CP022683	1	39353	27.75137855	rep_cluster_2176,rep_cluster_155,rep_cluster_1017	AP003089,000915__CP001784_00003,000261__GQ900456	-	-	-	-	-	-	Non-mobilizable	CP022683	0	2436	CP022683	1415	1453	1495	1553	1627	1704	1827	1990	2176	2426	3497
CP022687	1	11499	45.07348465	rep_cluster_2486,rep_cluster_2350	CP023342_00005,CP041342_00001	MOBP,MOBF	CP022687_00005,CP019897	-	-	MOB_unknown	NC_017662	Mobilizable	CP022687	0	391	CP022687	3206	3301	3398	3534	3698	3903	4175	4553	5013	5675	9219
CP022688	1	92032	47.53672636	IncFIA,IncFIA,IncFIB	000136__AP014877_00014,CP034796_00028,000095__NZ_CP014273_00094	-	-	-	-	-	-	Non-mobilizable	CP022688	0	3790	CP022688	3412	3515	3624	3778	3960	4195	4500	4922	5440	6170	10478
CP022692	1	207349	52.93587141	IncFIB,rep_cluster_2183,IncFII	000107__CP014778_00094,CP033468_00001,000130__CP023489	MOBF	NC_021231_00058	MPF_F	NC_021502_00150,NC_023905_00125,NC_019165_00034,NC_021654_00016,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_021502_00131,NC_021654_00004,NC_023332_00154,NC_014312_00118,NC_014312_00116	-	-	Conjugative	CP022692	0	2726	CP022692	3726	3836	3947	4108	4303	4557	4881	5351	5958	6890	12965
CP022694	1	43376	46.82773884	IncX3	000221__NC_025130_00012	MOBP	NC_020552_00059	MPF_T	NC_017624_00009,NC_019083_00030,NC_019157_00030,NC_019157_00029,NC_023277_00163	-	-	Conjugative	CP022694	0	1087	CP022694	3195	3289	3386	3521	3683	3886	4157	4529	4981	5634	8963
CP022696	1	328945	47.83079238	IncHI2A,rep_cluster_1088	BX664015,000340__KU353730	MOBH	NC_012555_00231	MPF_F	NC_005211_00005,NC_009838_00006,NC_005211_00012,NC_021845_00017,NC_005211_00030,NC_005211_00207,NC_005211_00200	MOBH	NC_017484	Conjugative	CP022696	0	922	CP022696	3646	3755	3866	4025	4215	4463	4782	5239	5821	6701	12471
