GenomeID	num_contigs	total_length	gc	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	PredictedMobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_cluster	GenomeID	clust_90	clust_91	clust_92	clust_93	clust_94	clust_95	clust_96	clust_97	clust_98	clust_99	clust_100
CP006621	1	130716	34.87101809	rep_cluster_889,rep_cluster_893	002368__NC_021987_00004,002374__CP004064_00076	-	-	-	-	-	-	Non-mobilizable	CP006621	0	4000	CP006621	438	454	479	500	521	549	575	616	653	697	1022
CP006633	1	3319	43.3263031	rep_cluster_2370	CP039563_00003	MOBF	CP019897	-	-	MOB_unknown	KU932034	Mobilizable	CP006633	0	297	CP006633	2563	2670	2788	2939	3111	3347	3615	3990	4476	5142	9103
CP006634	1	4086	49.36368086	rep_cluster_1778	001198__NC_010486_00001	MOBQ	NC_011411_00002	-	-	MOBQ,MOBQ	NC_010672,NC_016036	Mobilizable	CP006634	0	1924	CP006634	1033	1077	1129	1192	1261	1336	1415	1529	1657	1814	2790
CP006635	1	161511	50.43062082	rep_cluster_2244,IncQ1,IncFIC,IncFIB	CP033091_00053,000195__NC_013728_00014,AP001918,000095__NZ_CP014273_00094	MOBF	NC_017627_00068	MPF_F	08-5333_00200,NC_008460_00107,NC_014615_00033,NC_010488_00021,NC_018966_00040,NC_017639_00100,NC_007675_00027,NC_013437_00116,NC_017639_00094,NC_019094_00090,NC_010409_00124,NC_022651_00077	MOBF	FN868248	Conjugative	CP006635	0	760	CP006635	2626	2733	2851	3004	3179	3422	3697	4084	4603	5322	9579
CP006637	1	2014	49.60278054	rep_cluster_2358	CP000974_00005	-	-	-	-	-	-	Non-mobilizable	CP006637	0	1471	CP006637	644	669	704	739	775	825	871	936	999	1073	1607
CP006638	1	5754	50.52137643	ColRNAI_rep_cluster_1987	CP041116_00002	MOBP	NC_013090_00004	-	-	MOBP	NC_019134	Mobilizable	CP006638	0	1431	CP006638	1182	1239	1300	1376	1468	1576	1686	1843	1999	2189	3337
CP006639	1	6222	52.4750884	rep_cluster_2335	KU302809_00001	-	-	-	-	MOBQ	NZ_AWFJ01000122	Mobilizable	CP006639	0	1356	CP006639	3208	3324	3455	3637	3842	4130	4467	4950	5653	6679	12784
CP006640	1	34692	48.5472155	rep_cluster_1760	001178__CP006640_00046	MOBF	NC_020122_00018	MPF_T	NC_020122_00006,NC_020122_00009,NC_020122_00011,NC_020122_00012,NC_020122_00019	-	-	Conjugative	CP006640	0	1226	CP006640	2287	2386	2499	2630	2789	2999	3232	3559	3971	4489	7448
CP006641	1	103644	50.94072016	IncI-gamma/K1	CP001118	MOBP	NC_019097	MPF_I	NC_019097_00056,NC_022267_00057,NC_019111_00038,NC_023290_00086,NC_015965_00072,NC_019097_00075,NC_022267_00069,NZ_CM001473_00069,NC_019097_00085	MOBP	HM021326	Conjugative	CP006641	0	7	CP006641	2687	2794	2912	3066	3245	3493	3779	4187	4741	5528	10286
CP006642	1	145722	51.01837746	IncFIB,IncN,IncX1	000107__CP014778_00094,000155__CP018649,000215__KC853434_00019	MOBC	NC_014725_00039	MPF_T	NC_011092_00100,NC_011092_00102,NC_011092_00103	-	-	Conjugative	CP006642	0	905	CP006642	2607	2714	2832	2985	3158	3400	3673	4055	4560	5254	9367
CP006660	1	2014	49.60278054	rep_cluster_2358	CP000974_00005	-	-	-	-	-	-	Non-mobilizable	CP006660	0	1471	CP006660	644	669	704	739	775	825	871	936	999	1073	1608
CP006661	1	140825	51.92259897	IncC	000092__CP025470	MOBH	NC_012885_00072	MPF_F	NC_012885_00167,NC_009140_00071,NC_014170_00023,NC_012885_00083,NC_016974_00085,NC_012885_00088,NC_012885_00091,NC_023291_00077	MOBH	HG428760	Conjugative	CP006661	0	930	CP006661	2779	2887	3007	3164	3349	3603	3891	4314	4916	5791	10984
CP006662	1	85161	52.73892979	IncFIA,IncR	CP032169_00114,000204__CP008701_00115	-	-	-	-	-	-	Non-mobilizable	CP006662	0	882	CP006662	2079	2175	2281	2404	2549	2741	2951	3250	3609	4043	6613
CP006663	1	117755	51.21056431	IncFII,rep_cluster_2183,IncFIB	000132__HG969996,CP033468_00001,000107__CP014778_00094	-	-	-	-	-	-	Non-mobilizable	CP006663	0	820	CP006663	2554	2661	2779	2927	3099	3335	3603	3976	4457	5118	9010
CP006665	1	127046	47.47571746	IncC	000091__NZ_CP006665	MOBH	CP006665_00085	MPF_F	NC_012885_00167,NC_009349_00177,NC_012885_00088,NC_023291_00077	-	-	Conjugative	CP006665	0	711	CP006665	3341	3458	3593	3777	3993	4292	4640	5139	5873	6943	13307
CP006666	1	2219	47.40874268	-	-	-	-	-	-	-	-	Non-mobilizable	CP006666	0	935	CP006666	2042	2135	2239	2361	2504	2695	2900	3189	3544	3969	6482
CP006697	1	30305	49.48358357	rep_cluster_755	002234__CP006697_00017	MOBP	NC_014111_00004	MPF_T	NC_014111_00017,NC_014111_00011,NC_014111_00010,NC_014111_00009,NC_008771_00006	-	-	Conjugative	CP006697	0	4056	CP006697	2924	3034	3161	3327	3522	3786	4093	4542	5179	6108	11704
CP006725	1	67282	35.9130228	rep_cluster_216	001484__CP006725	-	-	-	-	-	-	Non-mobilizable	CP006725	0	6244	CP006725	2467	2572	2688	2835	3005	3234	3491	3848	4304	4899	8328
CP006726	1	56757	34.66708952	rep_cluster_216	001485__CP006726	-	-	-	-	-	-	Non-mobilizable	CP006726	0	6240	CP006726	2321	2420	2534	2670	2831	3044	3283	3621	4050	4600	7714
CP006727	1	54986	39.42821809	rep_cluster_792	002267__CP006727	-	-	-	-	-	-	Non-mobilizable	CP006727	0	5939	CP006727	5777	5895	6031	6218	6437	6739	7091	7602	8354	9458	16046
CP006737	1	177681	44.93164717	IncFIC,IncFIA,IncFIC	CR942285,CP030786_00062,AY458016	MOBF	NC_017627_00068	MPF_T	NC_007607_00115	-	-	Conjugative	CP006737	0	2372	CP006737	2613	2720	2838	2991	3164	3406	3679	4063	4573	5279	9446
CP006739	1	24391	48.99758107	rep_cluster_1443	000785__NC_014113_00026	MOBP	NC_014111_00004	MPF_T	NC_014111_00017,NC_014111_00011,NC_014111_00010,NC_014111_00009,NC_008771_00006	-	-	Conjugative	CP006739	0	4056	CP006739	2924	3034	3161	3327	3522	3786	4093	4541	5178	6106	11702
CP006743	1	181793	32.53700638	rep_cluster_125	000558__CP013279	MOBP	NC_012579_00171	MPF_T	NC_018501_00133,NC_017203_00099	-	-	Conjugative	CP006743	0	3262	CP006743	1929	2016	2113	2231	2369	2550	2742	3009	3328	3707	5881
CP006744	1	94758	33.04734165	rep_cluster_163	001021__NC_002146_00042	MOBP	AP014835_00002	MPF_T	NC_020240_00009	-	-	Conjugative	CP006744	0	3313	CP006744	2759	2867	2986	3142	3326	3579	3867	4288	4889	5762	10907
CP006746	1	137017	52.00303612	IncFII,rep_cluster_2272,IncFIB	000122__JQ418538,CP042519_00001,000104__CP010386_00052	MOBF	NC_021501_00073	MPF_F	NC_021501_00084,NC_021501_00085,NC_006323_00105,NC_009378_00101,NC_006323_00097,NC_006323_00096,NC_021501_00097,NC_009378_00113,NC_021501_00076,NC_006323_00113	-	-	Conjugative	CP006746	0	1198	CP006746	3210	3326	3457	3639	3844	4132	4469	4952	5655	6683	12806
CP006747	1	71523	44.88905667	IncFII,rep_cluster_645	CP001049,002101__NC_004564_00056	MOBF	NC_010157_00072	-	-	-	-	Mobilizable	CP006747	0	1120	CP006747	3147	3261	3391	3571	3774	4060	4395	4872	5562	6568	12514
CP006756	1	137012	52.0063936	IncFIB,rep_cluster_2272	000104__CP010386_00052,CP042519_00001	MOBF	NC_021501_00073	MPF_F	NC_006323_00113,NC_021501_00076,NC_009378_00113,NC_021501_00097,NC_006323_00096,NC_006323_00097,NC_009378_00101,NC_006323_00105,NC_021501_00085,NC_021501_00084	-	-	Conjugative	CP006756	0	1198	CP006756	3210	3326	3457	3639	3844	4132	4469	4952	5655	6683	12804
CP006765	1	27197	60.30076847	-	-	MOBF	CP006765_00021	-	-	-	-	Mobilizable	CP006765	0	6505	CP006765	4267	4385	4521	4708	4927	5229	5581	6092	6844	7948	14536
CP006774	1	220701	62.46505453	-	-	MOBF	NC_023146_00035	MPF_T	NC_023146_00034	-	-	Conjugative	CP006774	0	6847	CP006774	2982	3092	3221	3393	3593	3870	4192	4651	5308	6264	11970
CP006775	1	285395	61.61986019	rep_cluster_378	001698__CP015095_00040	MOBP	NC_023136_00137	-	-	-	-	Mobilizable	CP006775	0	6837	CP006775	3132	3246	3376	3555	3758	4044	4379	4854	5539	6537	12460
CP006785	1	1552	51.8685567	Col(MG828)	NC_008486	-	-	-	-	MOBP,MOB_unknown	AB027308,CP018359	Mobilizable	CP006785	0	1131	CP006785	1499	1573	1654	1750	1863	2000	2136	2327	2537	2790	4315
CP006789	1	110040	52.04016721	IncFIA,IncFIA,IncFIC	000094__NZ_CP015070_00117,000136__AP014877_00014,CP014493_00001	MOBF	NC_011980_00044	MPF_F	NC_010488_00021,NC_019037_00027,NC_017639_00100,NC_007675_00027,NC_013437_00116,NC_017639_00094,NC_019094_00090,NC_010409_00124,NC_022651_00077	MOBF	KT754162	Conjugative	CP006789	0	754	CP006789	2649	2756	2874	3027	3203	3448	3729	4128	4668	5421	9913
CP006793	1	9609	45.28046623	rep_cluster_2350	CP041342_00001	-	-	-	-	MOBP	NC_017657	Mobilizable	CP006793	0	1188	CP006793	1623	1700	1786	1886	2006	2158	2312	2520	2760	3048	4730
CP006795	1	70507	44.8125718	rep_cluster_645,IncFII	002101__NC_004564_00056,CP001049	MOBF	NC_010157_00072	-	-	-	-	Mobilizable	CP006795	0	1120	CP006795	3147	3261	3391	3571	3774	4060	4395	4872	5562	6568	12516
CP006796	1	101706	50.13961811	IncFIB	000104__CP010386_00052	-	-	-	-	-	-	Non-mobilizable	CP006796	0	1198	CP006796	3210	3326	3457	3639	3844	4132	4469	4952	5655	6683	12811
CP006797	1	9610	45.28616025	rep_cluster_2350	CP041342_00001	-	-	-	-	MOBP	NC_017657	Mobilizable	CP006797	0	1188	CP006797	1623	1700	1786	1886	2006	2158	2312	2520	2760	3048	4733
CP006799	1	283371	46.41053601	rep_cluster_1254,IncFIB,IncHI1B	000562__KT346360_00001,CP024497_00001,JN420336	MOBH	NC_016980_00239	MPF_F	NC_018107_00101,NC_016980_00240,NC_023911_00309,NC_018107_00235,NC_016980_00099,NC_016980_00109,NC_016980_00110	-	-	Conjugative	CP006799	0	4070	CP006799	2783	2891	3011	3169	3355	3609	3897	4321	4925	5805	11027
CP006800	1	103694	50.99620036	IncFIB	000107__CP014778_00094	MOBF	NC_021231_00058	MPF_F	NC_021502_00150,NC_019165_00034,NC_021654_00016,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_021502_00131,NC_021654_00004,NC_023332_00154,NC_014312_00118,NC_014312_00116	-	-	Conjugative	CP006800	0	2321	CP006800	3247	3363	3495	3677	3887	4181	4522	5007	5720	6761	12944
CP006801	1	70814	52.92173864	IncR,IncFIA	000204__CP008701_00115,CP032169_00114	-	-	-	-	-	-	Non-mobilizable	CP006801	0	879	CP006801	3391	3509	3644	3829	4047	4348	4699	5204	5950	7033	13509
CP006802	1	6141	52.19019704	ColKP3	JN205800	MOBP	NC_019160_00002	-	-	-	-	Mobilizable	CP006802	0	3774	CP006802	1813	1899	1992	2103	2235	2408	2583	2821	3111	3458	5443
CP006807	1	142771	48.18695673	rep_cluster_645,IncFIB	002101__NC_004564_00056,000104__CP010386_00052	-	-	-	-	-	-	Non-mobilizable	CP006807	0	1198	CP006807	3147	3261	3391	3571	3774	4060	4395	4872	5562	6568	12534
CP006843	1	58432	60.78689759	-	-	MOBF	CP006843_00048	-	-	-	-	Mobilizable	CP006843	0	8234	CP006843	5653	5771	5907	6094	6313	6615	6967	7478	8230	9334	15922
CP006878	1	203748	58.59738501	rep_cluster_287	001588__NC_015742_00158	MOBQ	NC_007762_00195	MPF_T	NC_007762_00192	-	-	Conjugative	CP006878	0	4456	CP006878	2932	3042	3169	3336	3531	3796	4107	4558	5197	6128	11737
CP006901	1	257337	25.44290172	rep_cluster_1536	000900__AB855771_00213	-	-	MPF_T	NC_012654_00215,NZ_AOSX01000021_00203,NC_010418_00318	-	-	Non-mobilizable	CP006901	0	4922	CP006901	2411	2515	2630	2770	2937	3160	3412	3760	4203	4776	8116
CP006904	1	40142	28.40167406	-	-	-	-	-	-	-	-	Non-mobilizable	CP006904	0	8235	CP006904	4934	5052	5188	5375	5594	5896	6248	6759	7511	8615	15203
CP006906	1	185364	27.57331521	rep_cluster_630	002080__CP006906_00209	-	-	-	-	-	-	Non-mobilizable	CP006906	0	8236	CP006906	1437	1511	1586	1677	1786	1916	2049	2229	2423	2659	4102
CP006909	1	275986	25.48390136	rep_cluster_1536	000901__CP001081_00207	-	-	MPF_T	NC_010418_00318,NC_012654_00215	-	-	Non-mobilizable	CP006909	0	4923	CP006909	2411	2515	2630	2770	2937	3158	3410	3757	4198	4771	8110
CP006919	1	25284	56.69197912	ColRNAI_rep_cluster_1857	000003__NC_002119_00001	MOBC	NC_009793_00003	-	-	-	-	Mobilizable	CP006919	0	2397	CP006919	1753	1837	1929	2040	2170	2338	2509	2742	3023	3359	5252
CP006921	1	12399	49.35881926	rep_cluster_1418	000759__NC_013950_00034	-	-	-	-	-	-	Non-mobilizable	CP006921	0	5384	CP006921	2546	2653	2771	2918	3089	3323	3591	3958	4430	5064	8756
CP006922	1	86232	54.56675016	IncFII	CP000670	MOBF	CP024544_00079	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_019389_00080,NC_021654_00016,NC_019165_00034,NC_019155_00032,NC_021502_00150	-	-	Conjugative	CP006922	0	2319	CP006922	2551	2658	2776	2923	3094	3329	3597	3967	4446	5105	8982
CP006924	1	10925	49.2173913	rep_cluster_2373	LT985313_00005	-	-	-	-	-	-	Non-mobilizable	CP006924	0	1114	CP006924	686	713	751	790	830	883	932	1001	1068	1149	1724
CP006925	1	36109	51.80148993	rep_cluster_1418	000759__NC_013950_00034	-	-	-	-	-	-	Non-mobilizable	CP006925	0	5384	CP006925	2595	2702	2820	2973	3146	3388	3659	4040	4542	5224	9281
CP006926	1	73636	53.93693302	IncFIA	CP032169_00114	-	-	-	-	-	-	Non-mobilizable	CP006926	0	881	CP006926	3409	3527	3662	3848	4066	4367	4718	5225	5974	7070	13594
CP006927	1	142788	51.77605961	rep_cluster_2183,IncFIB,IncFII	CP017721_00179,000107__CP014778_00094,000132__HG969996	MOBF	NC_021231_00058	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_021654_00004,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_019389_00080,NC_021654_00016,NC_019165_00034,NC_019155_00032,NC_021502_00150	-	-	Conjugative	CP006927	0	820	CP006927	2554	2661	2779	2927	3099	3335	3603	3976	4458	5120	9059
CP006928	1	14249	53.34409432	ColRNAI_rep_cluster_1857	000003__NC_002119_00001	MOBC	NC_009793_00003	-	-	-	-	Mobilizable	CP006928	0	1376	CP006928	1023	1067	1119	1181	1249	1324	1401	1514	1638	1791	2725
CP006964	1	8805	34.40090857	rep_cluster_1172	000454__KY202458_00008	-	-	-	-	-	-	Non-mobilizable	CP006964	0	2934	CP006964	987	1028	1079	1138	1205	1275	1348	1453	1571	1718	2605
CP006987	1	244771	58.76799131	rep_cluster_471	001822__CP006987_00215	MOBQ	NC_007762_00195	MPF_T	NC_007762_00192,NC_021910_00249,NC_019555_00155	-	-	Conjugative	CP006987	0	4457	CP006987	2932	3042	3169	3336	3531	3797	4109	4561	5200	6131	11740
CP006988	1	393846	57.48947558	rep_cluster_287	001586__CP006988_00383	MOBQ	NC_007762_00195	MPF_T	NC_007762_00192,NC_021910_00249,NC_020061_00581	-	-	Conjugative	CP006988	0	2830	CP006988	1943	2030	2128	2246	2384	2568	2760	3028	3347	3726	5937
CP006993	1	117697	65.29138381	rep_cluster_695	002162__CP006993	-	-	-	-	-	-	Non-mobilizable	CP006993	0	8237	CP006993	4388	4506	4642	4829	5048	5350	5702	6213	6965	8069	14657
CP006994	1	25608	65.29990628	-	-	MOBQ	CP006994_00017	-	-	-	-	Mobilizable	CP006994	0	4984	CP006994	4454	4572	4708	4895	5114	5416	5768	6279	7031	8135	14723
CP006995	1	20451	66.33416459	-	-	-	-	-	-	-	-	Non-mobilizable	CP006995	0	5004	CP006995	2202	2299	2412	2540	2694	2892	3116	3430	3825	4320	7125
CP007000	1	91400	29.43326039	-	-	-	-	-	-	-	-	Non-mobilizable	CP007000	0	625	CP007000	1286	1353	1420	1500	1600	1717	1838	2001	2172	2372	3624
CP007001	1	35326	33.02383514	rep_cluster_793	002268__CP007001_00001	-	-	-	-	-	-	Non-mobilizable	CP007001	0	7962	CP007001	1865	1952	2045	2156	2291	2469	2652	2903	3206	3561	5606
CP007002	1	3993	31.37991485	rep_cluster_843	002326__CP007002	MOBP	CP007002_00002	-	-	-	-	Mobilizable	CP007002	0	624	CP007002	5990	6108	6244	6431	6650	6952	7304	7815	8567	9671	16259
CP007006	1	88530	40.78617418	rep_cluster_1209	000500__CP007006_00009	-	-	-	-	-	-	Non-mobilizable	CP007006	0	7734	CP007006	2207	2304	2417	2546	2701	2899	3123	3437	3833	4329	7143
CP007015	1	53629	54.0752205	rep_cluster_283	001579__CP007015_00037	MOBP	CP007015_00034	MPF_T	NC_007275_00028,NC_019328_00069,NC_019328_00070,NC_007275_00041	MOBP	CP016704	Conjugative	CP007015	0	3647	CP007015	2435	2540	2656	2797	2965	3193	3448	3799	4248	4835	8239
CP007038	1	222586	45.85643302	IncFIA	CP026817_00197	MOBF,MOBF	CP023354_00077,NC_011980_00044	-	-	-	-	Mobilizable	CP007038	0	2372	CP007038	2613	2720	2838	2991	3164	3406	3679	4064	4574	5280	9458
CP007048	1	341391	58.20569376	rep_cluster_512	001886__CP016288	MOBP	CP007048_00351	MPF_T	NC_011370_00134,NC_011370_00135,NC_011370_00139,NC_021909_00030,NC_011370_00141,NC_011370_00144	-	-	Conjugative	CP007048	0	7583	CP007048	3900	4018	4154	4341	4560	4862	5214	5725	6477	7581	14169
CP007049	1	262704	61.14067544	rep_cluster_841	002324__CP013491_00052	-	-	-	-	-	-	Non-mobilizable	CP007049	0	2836	CP007049	2816	2925	3046	3206	3393	3651	3943	4372	4980	5867	11123
CP007050	1	259408	60.7005181	rep_cluster_685	002150__AM236083_00122	-	-	-	-	-	-	Non-mobilizable	CP007050	0	2848	CP007050	2862	2971	3095	3259	3448	3712	4012	4450	5075	5981	11443
CP007052	1	3505	33.18116976	rep_cluster_311	001622__CP007052_00001	-	-	-	-	-	-	Non-mobilizable	CP007052	0	8238	CP007052	6609	6727	6863	7050	7269	7571	7923	8434	9186	10290	16878
CP007054	1	99831	54.44200699	rep_cluster_253	001532__CP007054_00103	MOBF	CP007054_00096	-	-	-	-	Mobilizable	CP007054	0	8239	CP007054	3533	3651	3787	3974	4193	4495	4847	5358	6110	7214	13802
CP007063	1	6309	23.01474085	rep_cluster_176	001177__CP007063_00001	MOBP	CP007063_00005	-	-	-	-	Mobilizable	CP007063	0	5658	CP007063	799	829	872	917	963	1024	1081	1154	1231	1327	2032
CP007066	1	15921	27.85000942	-	-	-	-	-	-	-	-	Non-mobilizable	CP007066	0	7894	CP007066	6589	6707	6843	7030	7249	7551	7903	8414	9166	10270	16858
CP007070	1	251612	57.32357757	rep_cluster_593	002020__CP007070_00014	MOBQ	NC_011981_00054	MPF_T	NC_011990_00129,NZ_AFSD01000008_00062,NC_003065_00171,NC_017324_00902,NC_009621_01097,NC_003065_00132	MOBQ	LN908839	Conjugative	CP007070	0	7788	CP007070	4112	4230	4366	4553	4772	5074	5426	5937	6689	7793	14381
CP007123	1	3833	38.71641012	-	-	-	-	-	-	-	-	Non-mobilizable	CP007123	0	2959	CP007123	1019	1063	1115	1177	1245	1319	1396	1507	1631	1783	2712
CP007124	1	55121	43.5732298	-	-	MOBP,MOBP	NC_015979_00031,NZ_AVAB01000111_00008	-	-	-	-	Mobilizable	CP007124	0	2690	CP007124	2908	3018	3145	3311	3506	3770	4075	4521	5157	6081	11651
CP007125	1	58511	43.97976449	rep_cluster_833	002313__CP007125_00015	MOBP,MOBP	NC_015979_00031,NC_017476_00002	MPF_T	NC_017476_00014,NC_017476_00010	-	-	Conjugative	CP007125	0	2694	CP007125	3918	4036	4172	4359	4578	4880	5232	5743	6495	7599	14187
CP007126	1	8755	38.48086808	-	-	-	-	-	-	-	-	Non-mobilizable	CP007126	0	8240	CP007126	1611	1686	1772	1871	1990	2139	2292	2499	2735	3019	4669
CP007143	1	41562	53.26500168	rep_cluster_1245	000553__CP007143_00009	MOBV	CP007143_00005	-	-	-	-	Mobilizable	CP007143	0	8241	CP007143	6104	6222	6358	6545	6764	7066	7418	7929	8681	9785	16373
CP007144	1	299298	59.77320263	rep_cluster_1754	001173__CP007144_00192	MOBB	CP007144_00162	-	-	-	-	Mobilizable	CP007144	0	7951	CP007144	3687	3805	3941	4128	4347	4649	5001	5512	6264	7368	13956
CP007146	1	6969	56.75132731	-	-	-	-	-	-	-	-	Non-mobilizable	CP007146	0	8242	CP007146	6690	6808	6944	7131	7350	7652	8004	8515	9267	10371	16959
CP007157	1	42009	61.74391202	-	-	-	-	-	-	-	-	Non-mobilizable	CP007157	0	8243	CP007157	4647	4765	4901	5088	5307	5609	5961	6472	7224	8328	14916
CP007162	1	12068	38.16705336	-	-	-	-	-	-	-	-	Non-mobilizable	CP007162	0	8244	CP007162	5176	5294	5430	5617	5836	6138	6490	7001	7753	8857	15445
CP007163	1	4094	34.19638495	-	-	-	-	-	-	-	-	Non-mobilizable	CP007163	0	646	CP007163	6617	6735	6871	7058	7277	7579	7931	8442	9194	10298	16886
CP007164	1	4494	30.88562528	-	-	MOBV	CP007164_00005	-	-	-	-	Mobilizable	CP007164	0	8245	CP007164	6572	6690	6826	7013	7232	7534	7886	8397	9149	10253	16841
CP007180	1	48422	29.11073479	rep_cluster_475	001826__KX686749	MOBP	NC_022355_00016	MPF_T	NC_022355_00040,NC_006134_00038,NC_022355_00043,NC_022355_00047	-	-	Conjugative	CP007180	0	2643	CP007180	1560	1635	1718	1816	1930	2071	2215	2415	2635	2902	4501
CP007182	1	47962	30.01751387	rep_cluster_475	001826__KX686749	MOBP	NC_022355_00016	MPF_T	NC_022355_00040,NC_006135_00040,NC_022355_00043,NC_022355_00047	-	-	Conjugative	CP007182	0	2643	CP007182	1560	1635	1719	1817	1931	2073	2217	2417	2640	2918	4538
CP007184	1	35364	26.01798439	rep_cluster_1502	000841__CP007184	MOBP	NZ_AZNS01000034_00021	MPF_T	NC_017284_00011,NC_017284_00007,NC_005012_00002,NC_005012_00001,NC_005012_00053	-	-	Conjugative	CP007184	0	4131	CP007184	1956	2044	2143	2261	2400	2585	2780	3051	3376	3759	5991
CP007185	1	2429	26.26595307	-	-	-	-	-	-	-	-	Non-mobilizable	CP007185	0	2574	CP007185	1897	1984	2078	2192	2330	2510	2698	2960	3273	3636	5732
CP007186	1	3324	31.25752106	rep_cluster_916	002402__CP007186_00001	-	-	-	-	-	-	Non-mobilizable	CP007186	0	2649	CP007186	615	640	671	705	737	782	828	887	947	1014	1518
CP007187	1	3347	31.55064237	rep_cluster_896	002379__CP007187_00001	-	-	-	-	-	-	Non-mobilizable	CP007187	0	2649	CP007187	615	640	671	705	737	782	828	887	947	1014	1517
CP007209	1	30062	29.29944781	rep_cluster_1110	000371__DQ390456_00046	-	-	-	-	-	-	Non-mobilizable	CP007209	0	7875	CP007209	5483	5601	5737	5924	6143	6445	6797	7308	8060	9164	15752
CP007214	1	197362	62.44160477	rep_cluster_1107	000365__CP007214_00004	MOBF	NC_012720_00054	MPF_F	NC_012725_00024,NC_015377_00026,NC_012725_00032,NC_012720_00027,NC_015377_00031,NC_012725_00038,NC_012720_00033,NC_012720_00037,NC_012720_00038,NC_012720_00039,NC_012720_00055	-	-	Conjugative	CP007214	0	4528	CP007214	3908	4026	4162	4349	4568	4870	5222	5733	6485	7589	14177
CP007228	1	205997	55.02652951	rep_cluster_352	001667__CP021214	MOBQ,MOBP	NC_002377_00032,CP039893_00062	MPF_T	NC_002377_00029,NC_011982_00266,NC_002377_00104,NC_010929_00147,NC_002377_00157,NC_010929_00150,NC_002377_00161,NC_010929_00153,NC_002377_00179	-	-	Conjugative	CP007228	0	2114	CP007228	3191	3307	3438	3620	3825	4112	4449	4930	5630	6647	12711
CP007231	1	60687	47.78288596	IncFII	000120__NC_011759	MOBP	NC_011759_00021	MPF_I	NC_011759_00082,NC_011759_00017,NC_011759_00012,NC_011759_00008,NC_011759_00007,NC_011759_00006,NC_011759_00004,NC_011759_00003,NC_011759_00002,NC_011759_00096	-	-	Conjugative	CP007231	0	6110	CP007231	5529	5647	5783	5970	6189	6491	6843	7354	8106	9210	15798
CP007238	1	125203	57.95228549	rep_cluster_592	002017__CP007238_00110	MOBQ	NC_011990_00065	MPF_T	NC_011982_00105,NZ_AFSD01000008_00062,NC_002377_00104	-	-	Conjugative	CP007238	0	4974	CP007238	5626	5744	5880	6067	6286	6588	6940	7451	8203	9307	15895
CP007256	1	91729	60.70163198	rep_cluster_1311	000629__CP007256_00012	MOBP	NZ_CM002794_00045	-	-	-	-	Mobilizable	CP007256	0	2677	CP007256	4938	5056	5192	5379	5598	5900	6252	6763	7515	8619	15207
CP007449	1	78924	50.40291926	rep_cluster_2203,IncFII	CP017588_00047,CP000670	MOBF	NC_022333_00006	MPF_F	NC_021817_00013,NC_021871_00015,NC_021871_00019,NC_021817_00023,NC_021871_00022,NZ_AGTD01000004_00094,NC_021871_00033,NC_019342_00064	-	-	Conjugative	CP007449	0	7398	CP007449	4161	4279	4415	4602	4821	5123	5475	5986	6738	7842	14430
CP007450	1	49188	49.2965764	IncFII	000133__NC_008791_00085	-	-	-	-	-	-	Non-mobilizable	CP007450	0	7399	CP007450	5199	5317	5453	5640	5859	6161	6513	7024	7776	8880	15468
CP007455	1	22990	27.2553284	rep_cluster_1017,rep_cluster_1215	000261__GQ900456,HF937104	-	-	-	-	MOBV	CP002151	Mobilizable	CP007455	0	2595	CP007455	1407	1480	1555	1643	1751	1879	2008	2185	2377	2609	3988
CP007488	1	3208	49.22069825	rep_cluster_2350	CP041342_00001	MOBF	CP019897	-	-	MOB_unknown	NZ_CP011607	Mobilizable	CP007488	0	312	CP007488	1495	1569	1650	1745	1857	1994	2130	2321	2529	2778	4294
CP007489	1	93965	53.13148513	IncFII,IncFIB	000114__CP015527,000101__NZ_CP012345_00042	MOBF	NC_007208_00043	MPF_F	NC_022651_00077,NC_019002_00072,NC_019094_00090,NC_019112_00063,NC_013437_00116,NC_017054_00095,NC_017054_00096,NC_017054_00098,NC_017054_00100,NC_014615_00033,NC_003277_00107,NC_021155_00062	-	-	Conjugative	CP007489	0	19	CP007489	2994	3104	3233	3406	3606	3883	4206	4667	5329	6288	12014
CP007500	1	32406	29.49453805	rep_cluster_1017,rep_cluster_1215	000261__GQ900456,HF937104	-	-	-	-	MOBQ	AF306799	Mobilizable	CP007500	0	2598	CP007500	179	182	190	198	210	223	231	245	263	280	411
CP007510	1	107733	58.13631849	rep_cluster_1516	000859__CP007510_00002	MOBP	NC_019265_00015	-	-	-	-	Mobilizable	CP007510	0	3091	CP007510	4822	4940	5076	5263	5482	5784	6136	6647	7399	8503	15091
CP007515	1	190889	65.65805259	rep_cluster_201	001445__CP007515	-	-	-	-	-	-	Non-mobilizable	CP007515	0	7966	CP007515	4524	4642	4778	4965	5184	5486	5838	6349	7101	8205	14793
