GenomeID	num_contigs	total_length	gc	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	PredictedMobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_cluster	GenomeID	clust_0.1	clust_0.09	clust_0.08	clust_0.07	clust_0.06	clust_0.05	clust_0.04	clust_0.03	clust_0.02	clust_0.01	clust_0
CP019001	1	272202	52.37838076	IncFIA,IncFIC,IncFIA,IncFIC,IncFIA,IncU,IncC	000094__NZ_CP015070_00117,AP001918,CP042629_00001,AY458016,000136__AP014877_00014,000210__KF623109_00045,000092__CP025470	MOBF,MOBH	NC_017627_00068,NC_012885_00072	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_014615_00033,NC_010719_00096,08-5333_00200,NC_012885_00167,NC_009140_00071,NC_014170_00023,NC_012885_00083,NC_016974_00085,NC_012885_00088,NC_012885_00091,NC_023291_00077	MOBF,MOBH	FN868248,JQ319772	Conjugative	CP019001	0	161	CP019001	2264	2518	2787	3127	3568	4168	4898	5723	6804	8322	13962
CP019002	1	112917	47.23823694	rep_cluster_488	001852__AP017612_00001	-	-	-	-	-	-	Non-mobilizable	CP019002	0	1204	CP019002	2264	2518	2787	3127	3568	4168	4898	5662	6514	7545	11589
CP019003	1	12602	45.52451992	rep_cluster_2335,rep_cluster_2373	EF088686_00008,LT985313_00005	-	-	-	-	MOBP	CP008720	Mobilizable	CP019003	0	1490	CP019003	2264	2518	2787	3127	3613	4311	5135	6048	7281	9055	15387
CP019004	1	1597	49.90607389	Col(MG828)	NC_008486	-	-	-	-	-	-	Non-mobilizable	CP019004	0	1133	CP019004	2264	2518	2787	3039	3292	3527	3778	4073	4431	4891	6504
CP019006	1	47531	51.14556816	IncN	000155__CP018649	MOBF	NC_015599_00019	MPF_T	NC_009131_00030,NC_011617_00041,NC_014368_00014,NC_007682_00044,NC_008612_00190,NC_022375_00024	MOBF	NZ_CP016498	Conjugative	CP019006	0	915	CP019006	2264	2518	2787	3127	3568	4168	4898	5723	6826	8371	14049
CP019007	1	128248	49.75984031	IncFIC,rep_cluster_2244,IncFIB	AY458016,CP033091_00053,000095__NZ_CP014273_00094	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_014615_00033,NC_008460_00107,08-5333_00200	MOBF	KP987215	Conjugative	CP019007	0	758	CP019007	2264	2518	2787	3127	3568	4168	4898	5723	6777	8104	13108
CP019009	1	130905	52.12940682	IncFIA,IncFIC,IncFIA,IncFIB	000136__AP014877_00014,CP014493_00001,000094__NZ_CP015070_00117,000096__NC_019117_00097	MOBF	NC_017627_00068	MPF_F	08-5333_00200,NC_008460_00107,NC_010719_00097,NC_019094_00068,NC_008460_00097,NC_017639_00100,NC_007675_00027,NC_013437_00116,NC_017639_00094,NC_019094_00090,NC_010409_00124,NC_022651_00077	MOBF	NZ_CM001473	Conjugative	CP019009	0	763	CP019009	2264	2518	2787	3127	3568	4168	4898	5723	6834	8502	14518
CP019010	1	55746	49.58920819	rep_cluster_1367,ColRNAI_rep_cluster_1857	000687__KX348146_00033,000003__NC_002119_00001	MOBC,MOBC	CP008826_00025,NC_009793_00003	-	-	-	-	Mobilizable	CP019010	0	1077	CP019010	2264	2518	2787	3127	3568	4168	4898	5723	6695	7892	12488
CP019011	1	74891	52.77269632	IncK2/Z	KR905388	-	-	MPF_I	NC_014843_00047,NC_007365_00035,NC_011754_00109,NC_014843_00041,NC_022371_00084,NC_012487_00131,NC_022992_00098,NC_014843_00033,NC_011754_00087	-	-	Non-mobilizable	CP019011	0	725	CP019011	2264	2518	2787	3127	3568	4168	4898	5635	6468	7481	11431
CP019013	1	109057	46.51879292	rep_cluster_488	001852__AP017612_00001	-	-	-	-	-	-	Non-mobilizable	CP019013	0	1204	CP019013	2264	2518	2787	3127	3568	4168	4898	5662	6517	7561	11609
CP019014	1	142829	53.42682508	IncFIC,IncFIA,IncFIA	AY458016,000136__AP014877_00014,000094__NZ_CP015070_00117	MOBF	NC_011980_00044	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_019037_00027	MOBF	KT754162	Conjugative	CP019014	0	754	CP019014	2264	2518	2787	3127	3568	4168	4898	5723	6834	8515	14587
CP019016	1	37756	41.16431825	IncX4	000222__CP010880_00038	MOBP	NC_013718_00057	MPF_T	NC_013718_00041,NC_013718_00044,NC_013718_00045,NC_019128_00037	-	-	Conjugative	CP019016	0	1145	CP019016	2264	2518	2787	3127	3568	4168	4816	5483	6241	7146	10649
CP019017	1	73464	54.72884678	IncR	000204__CP008701_00115	-	-	-	-	-	-	Non-mobilizable	CP019017	0	866	CP019017	2264	2518	2787	3127	3568	4168	4898	5723	6820	8344	13997
CP019018	1	158911	49.73035221	IncFIB,rep_cluster_2244,IncFIC	000096__NC_019117_00097,CP033091_00053,AP001918	MOBF	NC_017627_00068	MPF_F	08-5333_00200,NC_008460_00107,NC_014615_00033,NC_010488_00021,NC_018966_00040,NC_017639_00100,NC_007675_00027,NC_013437_00116,NC_017639_00094,NC_019094_00090,NC_010409_00124,NC_022651_00077	MOBF	HG796403	Conjugative	CP019018	0	117	CP019018	2264	2518	2787	3127	3568	4168	4898	5723	6777	8120	13165
CP019019	1	199671	45.49433819	rep_cluster_1088,IncHI2A	000340__KU353730,BX664015	-	-	MPF_F	NC_005211_00005,NC_009838_00006,NC_005211_00012,NC_021845_00017,NC_005211_00030	-	-	Non-mobilizable	CP019019	0	920	CP019019	2264	2518	2787	3127	3568	4168	4898	5723	6754	8016	12942
CP019022	1	3087	48.55847101	-	-	-	-	-	-	MOBP	CP018941	Mobilizable	CP019022	0	327	CP019022	2264	2518	2787	3043	3302	3543	3800	4096	4463	4933	6614
CP019023	1	3256	47.26658477	rep_cluster_2350	CP035723_00002	-	-	-	-	MOB_unknown,MOBP	NC_019986,CP018844	Mobilizable	CP019023	0	292	CP019023	2264	2518	2787	3127	3568	4168	4898	5672	6539	7608	11689
CP019024	1	4063	51.4890475	rep_cluster_1778	001211__AP017616_00002	MOBQ	NC_011411_00002	-	-	MOBQ,MOBQ	NC_009791,NC_013327	Mobilizable	CP019024	0	1927	CP019024	2264	2518	2787	3127	3568	4122	4693	5307	6023	6877	10077
CP019026	1	59373	52.11291328	IncN	000155__CP018649	MOBF	NC_015599_00019	MPF_T	NC_022375_00024,NC_008612_00190,NC_007682_00044,NC_014368_00014,NC_011617_00041,NC_009131_00030	MOBF	NZ_CP016498	Conjugative	CP019026	0	915	CP019026	2264	2518	2787	3127	3568	4168	4898	5723	6826	8371	14050
CP019027	1	109344	46.07934592	rep_cluster_488	001852__AP017612_00001	-	-	-	-	-	-	Non-mobilizable	CP019027	0	1204	CP019027	2264	2518	2787	3127	3568	4168	4898	5662	6517	7552	11597
CP019028	1	147346	51.09470227	IncFIA,IncFIC,IncFIC,IncFIA,IncFIB,IncFIA	CP042629_00001,AP001918,AY458016,000136__AP014877_00014,000096__NC_019117_00097,000094__NZ_CP015070_00117	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_014615_00033,NC_010719_00096,08-5333_00200	-	-	Conjugative	CP019028	0	761	CP019028	2264	2518	2787	3127	3568	4168	4898	5723	6833	8409	14248
CP019031	1	33413	40.03830844	rep_cluster_707	002176__NZ_AVAB01000114_00021	MOBQ	NC_011352_00007	MPF_T	NC_011352_00013,NC_011839_00038	-	-	Conjugative	CP019031	0	4350	CP019031	2264	2518	2787	3127	3438	3721	4026	4364	4767	5301	7196
CP019032	1	33071	39.56638747	rep_cluster_707	002180__CP003141_00004	MOBQ	CP019032_00014	-	-	-	-	Mobilizable	CP019032	0	5593	CP019032	2264	2468	2638	2825	3027	3207	3402	3649	3956	4358	5678
CP019033	1	29166	43.84214496	rep_cluster_707	002175__NC_017468_00016	MOBQ	NC_011352_00007	-	-	-	-	Mobilizable	CP019033	0	6431	CP019033	2264	2518	2772	3003	3250	3480	3723	4012	4364	4810	6382
CP019036	1	78166	58.43589284	rep_cluster_357	001673__CP019036_00040	MOBP	CP019036_00002	-	-	-	-	Mobilizable	CP019036	0	8400	CP019036	3075	3432	3805	4277	4853	5552	6378	7291	8526	10303	16643
CP019039	1	71628	31.72362763	-	-	-	-	-	-	-	-	Non-mobilizable	CP019039	0	6154	CP019039	2971	3328	3701	4173	4749	5448	6274	7187	8422	10199	16539
CP019045	1	155799	53.15695223	-	-	-	-	-	-	-	-	Non-mobilizable	CP019045	0	8401	CP019045	3967	4324	4697	5169	5745	6444	7270	8183	9418	11195	17535
CP019048	1	230606	45.83705541	IncU	000212__CP012556_00176	MOBH	NC_018107_00109	MPF_F	NC_023911_00309,NC_018107_00235,NC_016980_00099,NC_018107_00216,NC_016980_00110,NC_018107_00101,NC_016980_00240	-	-	Conjugative	CP019048	0	2392	CP019048	2264	2518	2787	3127	3568	4168	4859	5540	6317	7256	10998
CP019049	1	228613	50.04964722	IncFIB,IncHI1B	000107__CP014778_00094,JN420336	-	-	-	-	-	-	Non-mobilizable	CP019049	0	4071	CP019049	2264	2518	2787	3127	3568	4168	4898	5675	6546	7617	11729
CP019050	1	111083	49.00659867	IncFIB	000100__NZ_CP016161_00012	-	-	-	-	-	-	Non-mobilizable	CP019050	0	1190	CP019050	2264	2518	2787	3127	3568	4168	4860	5541	6319	7282	11033
CP019052	1	65533	42.48851724	IncI2	AP017614	MOBP	MN232180_00018	MPF_T	NC_020270_00058,NC_019039_00051,NC_019039_00052,NC_020270_00063,NC_019039_00065	-	-	Conjugative	CP019052	0	1143	CP019052	2264	2518	2787	3127	3568	4168	4817	5484	6244	7158	10707
CP019053	1	155802	52.58148162	IncC	000092__CP025470	MOBH	NC_012885_00072	MPF_F	NC_009140_00071,NC_014170_00023,NC_012885_00083,NC_016974_00085,NC_012885_00088,NC_012885_00091,NC_023291_00077,NC_012885_00167	MOBH	JQ319772	Conjugative	CP019053	0	152	CP019053	2264	2518	2787	3127	3568	4168	4898	5723	6804	8288	13871
CP019054	1	116028	49.1484814	IncHI1B	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP019054	0	1182	CP019054	2264	2518	2787	3127	3568	4168	4898	5723	6834	8420	14273
CP019055	1	184166	49.14153535	IncFIB,IncFIA,IncFIC,rep_cluster_2244	000096__NC_019117_00097,CP019055_00116,AP001918,CP033091_00053	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,08-5333_00200	MOBF	HG796403	Conjugative	CP019055	0	759	CP019055	2264	2518	2787	3127	3568	4168	4898	5723	6777	8090	13070
CP019064	1	229977	48.82053423	rep_cluster_865	002345__NC_016819_00008	-	-	-	-	-	-	Non-mobilizable	CP019064	0	7746	CP019064	2867	3224	3597	4069	4645	5344	6170	7083	8318	10095	16435
CP019065	1	107727	51.44578425	-	-	MOBP	CP019065_00026	MPF_I	NC_023072_00057,NC_013973_00058,NC_013973_00065,NC_023072_00089	-	-	Conjugative	CP019065	0	7747	CP019065	2896	3253	3626	4098	4674	5373	6199	7112	8347	10124	16464
CP019072	1	33858	41.561817	IncX4	000224__NC_022105_00002	MOBP	NC_013718_00057	MPF_T	NC_013718_00041,NC_013718_00044,NC_013718_00045	-	-	Conjugative	CP019072	0	1146	CP019072	2264	2518	2787	3127	3568	4168	4816	5483	6241	7143	10629
CP019073	1	46145	46.65077473	IncX3	000221__NC_025130_00012	MOBP	NC_020552_00059	MPF_T	NC_017624_00009,NC_019083_00030,NC_019157_00030,NC_019157_00029,NC_023277_00163	-	-	Conjugative	CP019073	0	1087	CP019073	2264	2518	2787	3127	3568	4168	4898	5723	6684	7854	12280
CP019074	1	73992	52.80165423	IncFIB	000095__NZ_CP014273_00094	-	-	-	-	-	-	Non-mobilizable	CP019074	0	715	CP019074	2264	2518	2787	3127	3568	4168	4899	5812	7045	8819	15151
CP019075	1	96986	47.62749263	IncY	000230__CP009168_00001	-	-	-	-	-	-	Non-mobilizable	CP019075	0	1183	CP019075	2264	2518	2787	3127	3568	4168	4898	5723	6834	8434	14291
CP019076	1	127772	52.87308644	IncFIA,IncFIA	000094__NZ_CP015070_00117,000136__AP014877_00014	MOBF	NC_017627_00068	MPF_F	08-5333_00200,NC_008460_00107,NC_014615_00033,NC_010488_00021,NC_018966_00040,NC_017639_00100,NC_007675_00027,NC_013437_00116,NC_017639_00094,NC_019094_00090,NC_010409_00124,NC_022651_00077	-	-	Conjugative	CP019076	0	761	CP019076	2264	2518	2787	3127	3568	4168	4898	5723	6828	8396	14209
CP019078	1	70987	50.47966529	IncL/M	JN626286	MOBP	NC_004464_00056	MPF_I	NC_005246_00057,NC_019063_00094,NC_019344_00078,NC_004464_00066,NC_004464_00068,NC_019154_00069,NC_005246_00069,NC_004464_00073,NC_004464_00105	-	-	Conjugative	CP019078	0	1067	CP019078	2264	2518	2787	3127	3568	4168	4898	5723	6689	7872	12423
CP019083	1	111833	65.27769084	rep_cluster_171	001119__CP011274	-	-	-	-	-	-	Non-mobilizable	CP019083	0	7745	CP019083	205	207	208	215	220	227	235	243	248	256	307
CP019084	1	42519	59.28643665	-	-	-	-	-	-	-	-	Non-mobilizable	CP019084	0	8402	CP019084	3590	3947	4320	4792	5368	6067	6893	7806	9041	10818	17158
CP019115	1	75390	33.59596763	rep_cluster_734	002211__NC_010606_00001	MOBF	CP033518_00131	MPF_F	NC_017163_00020,NC_010606_00071,NC_010606_00072,NC_010606_00075,NC_010606_00076,NC_010606_00078,NC_010606_00079,NC_010606_00080,NZ_AEOY01000095_00077,NC_017163_00052,NC_017163_00053	-	-	Conjugative	CP019115	0	2926	CP019115	2264	2518	2787	3127	3420	3699	4000	4335	4736	5263	7085
CP019123	1	32592	41.39666176	-	-	-	-	-	-	-	-	Non-mobilizable	CP019123	0	5274	CP019123	2811	3168	3541	4013	4589	5288	6114	7027	8262	10039	16379
CP019125	1	54411	54.5955781	rep_cluster_613	002061__CP022420_00034	MOBP	NC_023148_00033	MPF_T	NC_023148_00034	-	-	Conjugative	CP019125	0	6461	CP019125	2134	2287	2410	2548	2716	2864	3028	3251	3524	3873	4977
CP019126	1	119048	60.47224649	rep_cluster_579	001980__CP014798_00109	MOBP	NC_023148_00033	MPF_T	NC_004574_00081,NC_009955_00049,NC_009955_00053,NC_004574_00087,NC_008042_00056,NC_023148_00034	-	-	Conjugative	CP019126	0	6469	CP019126	2139	2298	2422	2561	2731	2881	3047	3270	3544	3895	5002
CP019127	1	65376	68.56338718	rep_cluster_252	001530__CP010865_00002	-	-	-	-	-	-	Non-mobilizable	CP019127	0	7743	CP019127	3186	3543	3916	4388	4964	5663	6489	7402	8637	10414	16754
CP019130	1	5997	58.0123395	-	-	-	-	-	-	-	-	Non-mobilizable	CP019130	0	6462	CP019130	2134	2288	2411	2549	2717	2865	3029	3252	3525	3874	4978
CP019131	1	6844	62.06896552	-	-	-	-	-	-	-	-	Non-mobilizable	CP019131	0	8403	CP019131	2142	2304	2432	2583	2758	2917	3087	3315	3593	3947	5060
CP019138	1	1943	47.65826042	-	-	-	-	-	-	-	-	Non-mobilizable	CP019138	0	7740	CP019138	2264	2518	2787	3127	3568	4098	4631	5217	5894	6700	9682
CP019144	1	186588	40.3348554	rep_cluster_1656	001057__CP015616_00173	MOBP	NZ_AEOY01000096_00007	-	-	-	-	Mobilizable	CP019144	0	6164	CP019144	2264	2518	2787	3127	3547	3958	4383	4852	5376	5977	8097
CP019145	1	13816	34.97394325	rep_cluster_1041	000286__CP019145	-	-	-	-	-	-	Non-mobilizable	CP019145	0	7196	CP019145	2264	2518	2787	3127	3561	3983	4419	4896	5425	6030	8181
CP019146	1	6691	34.40442385	rep_cluster_1071	000319__CP019146_00009	MOBQ	CP028799_00003	-	-	-	-	Mobilizable	CP019146	0	6286	CP019146	2230	2414	2563	2734	2928	3096	3286	3527	3828	4214	5449
CP019147	1	6886	35.11472553	-	-	MOBQ	NZ_AFDA02000010_00002	-	-	-	-	Mobilizable	CP019147	0	6749	CP019147	2264	2518	2759	2979	3212	3427	3656	3931	4276	4715	6257
CP019148	1	5518	37.47734686	-	-	MOBQ	NZ_AFDA02000010_00002	-	-	-	-	Mobilizable	CP019148	0	6751	CP019148	2264	2518	2759	2979	3212	3425	3654	3929	4274	4713	6255
CP019149	1	5246	37.9146016	rep_cluster_1278	000592__CP019149_00001	-	-	-	-	-	-	Non-mobilizable	CP019149	0	6734	CP019149	1274	1358	1420	1505	1605	1689	1783	1922	2095	2303	3048
CP019150	1	4348	37.7874885	-	-	MOBQ	NZ_AFDA02000010_00002	-	-	-	-	Mobilizable	CP019150	0	6751	CP019150	2264	2518	2759	2979	3212	3425	3654	3928	4273	4711	6253
CP019151	1	6168	36.31647211	rep_cluster_1265	000580__CP019151_00005	MOBQ	CP032110_00003	-	-	-	-	Mobilizable	CP019151	0	1870	CP019151	2264	2518	2787	3127	3568	4099	4632	5218	5895	6701	9683
CP019152	1	17035	35.53859701	rep_cluster_1247	000555__CP019152_00006	-	-	-	-	-	-	Non-mobilizable	CP019152	0	5931	CP019152	2184	2352	2491	2647	2829	2993	3176	3412	3695	4051	5183
CP019161	1	261986	49.9950379	IncFIB,IncHI1B	000107__CP014778_00094,JN420336	MOBH	NC_016980_00239	MPF_F	NC_018107_00101	-	-	Conjugative	CP019161	0	4058	CP019161	2264	2518	2787	3127	3568	4168	4898	5675	6544	7613	11698
CP019173	1	81409	50.10011178	IncI-gamma/K1	MF344576	MOBP	NC_019097	MPF_I	NC_019097_00085,NZ_CM001473_00069,NC_022267_00069,NC_019097_00075,NC_015965_00072,NC_023290_00086,NC_019111_00038,NC_022267_00057,NC_019097_00056	MOBP	HM021326	Conjugative	CP019173	0	13	CP019173	2264	2518	2787	3127	3568	4168	4898	5723	6800	8231	13569
CP019175	1	94727	49.97202487	IncI-gamma/K1,IncFII,IncFIB	KJ484639,CP000670,CP019182_00137	MOBF,MOBF	NC_010157_00072,AP019635_00032	MPF_F	NC_021817_00013,NC_019125_00135,NC_021871_00015,NC_021817_00021,NC_021817_00023,NZ_AGTD01000004_00096,NZ_AGTD01000004_00094,NZ_AGTD01000004_00091,NC_019342_00064	-	-	Conjugative	CP019175	0	1019	CP019175	2264	2518	2787	3229	3804	4502	5326	6239	7472	9246	15578
CP019180	1	74560	48.64806867	IncX1,IncFII,IncFII	000217__NC_019106_00041,000114__CP015527,CP006609_00003	MOBP,MOBF	NC_019096_00001,CP030220_00041	MPF_T	NC_017624_00009,NC_010860_00022,NC_019067_00043,NC_013503_00034,NC_023277_00163	-	-	Conjugative	CP019180	0	34	CP019180	2264	2518	2787	3127	3568	4168	4898	5723	6804	8274	13671
CP019182	1	124201	50.72503442	IncFIB	CP019182_00137	-	-	-	-	-	-	Non-mobilizable	CP019182	0	431	CP019182	1918	2046	2152	2272	2413	2536	2680	2874	3109	3410	4378
CP019187	1	100629	53.57700067	IncFII,IncFII	000111__NZ_CP011595_00114,000123__CP000858	MOBF	NC_019125_00139	MPF_F	NC_021817_00013,NC_019125_00135,NC_021871_00015,NC_021817_00020,NC_021817_00021,NC_021817_00023,NC_021871_00022,NZ_AGTD01000004_00094,NC_019342_00058,NZ_AGTD01000004_00091,NC_019342_00064	MOBF	KT935446	Conjugative	CP019187	0	1021	CP019187	2264	2518	2787	3127	3568	3997	4434	4913	5446	6054	8219
CP019188	1	95279	48.12812897	IncHI1B	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP019188	0	1183	CP019188	2264	2518	2787	3127	3568	4168	4898	5723	6834	8425	14279
CP019190	1	186451	53.27136889	rep_cluster_2183	CP017721_00179	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_014615_00033,NC_008460_00107,08-5333_00200	-	-	Conjugative	CP019190	0	58	CP019190	2264	2518	2787	3113	3400	3676	3970	4295	4687	5196	6958
CP019191	1	28662	48.76491522	IncFII	000116__CP022119_00033	-	-	MPF_T	NC_010726_00014,NC_005814_00013,NC_010726_00011,NC_013284_00016	-	-	Non-mobilizable	CP019191	0	1999	CP019191	2264	2518	2787	3127	3568	4131	4708	5333	6055	6916	10154
CP019193	1	196866	51.89011815	IncFIB	CP019182_00137	MOBP	CP022492_00101	-	-	-	-	Mobilizable	CP019193	0	445	CP019193	1918	2047	2154	2274	2416	2540	2684	2878	3113	3414	4382
CP019195	1	341263	48.06293094	rep_cluster_1088,IncHI2A	000340__KU353730,BX664015	MOBH	NC_012555_00231	MPF_F	NC_005211_00030,NC_009838_00006,NC_005211_00207,NC_005211_00200	MOBH	NC_025190	Conjugative	CP019195	0	920	CP019195	2264	2518	2787	3127	3568	4168	4898	5723	6754	8002	12725
CP019199	1	59062	42.13199688	IncI2	JN983044	MOBP	NC_022520_00030	MPF_T	NC_020270_00058,NC_019039_00051,NC_019039_00052,NC_020270_00063,NC_019039_00065	-	-	Conjugative	CP019199	0	1143	CP019199	2264	2518	2787	3127	3568	4168	4817	5484	6244	7158	10689
CP019200	1	34175	48.74323336	IncN	000150__JQ996149	MOBF	NC_020122_00018	MPF_T	NC_020122_00009,NC_020122_00011,NC_020122_00012,NC_020122_00019,NC_020122_00006	-	-	Conjugative	CP019200	0	1224	CP019200	2264	2518	2787	3127	3568	4168	4898	5723	6865	8639	14967
CP019209	1	215998	35.16606635	rep_cluster_893	002374__CP004064_00076	-	-	-	-	-	-	Non-mobilizable	CP019209	0	4002	CP019209	2264	2518	2787	3127	3568	4075	4592	5165	5822	6612	9518
CP019210	1	45501	35.87833234	rep_cluster_185	001274__DQ198088_00024	MOBP	CP003585_00012	-	-	-	-	Mobilizable	CP019210	0	4013	CP019210	2264	2518	2787	3127	3568	4075	4592	5158	5805	6570	9433
CP019211	1	5850	33.21367521	rep_cluster_1093	000344__CP019211_00003	-	-	-	-	-	-	Non-mobilizable	CP019211	0	2783	CP019211	2264	2518	2787	3127	3568	4075	4584	5138	5751	6495	9300
CP019212	1	4376	36.60877514	rep_cluster_943	002426__CP019212_00001	MOBV	NC_017023_00004	-	-	-	-	Mobilizable	CP019212	0	623	CP019212	2264	2518	2787	3127	3491	3799	4119	4486	4917	5469	7430
CP019214	1	289260	46.67600083	IncHI2A,rep_cluster_1088,IncN	BX664015,000340__KU353730,000155__CP018649	MOBH	NC_012555_00231	MPF_F	NC_005211_00005,NC_009838_00006,NC_021845_00017,NC_005211_00030,NC_005211_00200,NC_005211_00207	MOBH	NC_004966	Conjugative	CP019214	0	920	CP019214	2264	2518	2787	3127	3568	4168	4898	5723	6754	8016	12908
CP019215	1	84615	50.02540921	IncI-gamma/K1	KM409652	MOBP	NC_019097	MPF_I	NC_019097_00056,NC_022267_00057,NC_019111_00038,NC_023290_00086,NC_015965_00072,NC_019097_00075,NC_022267_00069,NZ_CM001473_00069,NC_019097_00085	MOBP	JN253636	Conjugative	CP019215	0	13	CP019215	2264	2518	2787	3127	3568	4168	4898	5723	6800	8208	13490
CP019216	1	78444	49.23384835	IncHI1B	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP019216	0	730	CP019216	2264	2518	2787	3127	3568	4168	4896	5598	6406	7395	11264
CP019218	1	64554	33.53936239	rep_cluster_734	002211__NC_010606_00001	MOBF	NC_017163_00021	MPF_F	NC_010606_00071,NC_010606_00072,NC_010606_00075,NC_010606_00076,NC_010606_00078,NC_010606_00079,NC_010606_00080,NZ_AEOY01000095_00077,NC_017163_00052,NC_017163_00053	-	-	Conjugative	CP019218	0	2926	CP019218	2264	2518	2787	3127	3420	3699	4000	4335	4736	5263	7087
CP019220	1	73952	52.75719386	IncI-gamma/K1	MF344576	MOBP	NC_019097	MPF_I	NC_019097_00056	MOBP	JN253636	Conjugative	CP019220	0	702	CP019220	2264	2518	2787	3127	3568	4168	4898	5723	6798	8187	13295
CP019222	1	32137	64.85048387	-	-	-	-	-	-	-	-	Non-mobilizable	CP019222	0	6933	CP019222	996	1044	1071	1121	1166	1210	1263	1322	1364	1432	1763
CP019227	1	42975	60.19313554	-	-	MOBF	NC_017558_00016	MPF_T	NC_007506_00022,NC_005240_00012,NC_017558_00032,NC_005240_00010,NC_005240_00006	-	-	Conjugative	CP019227	0	5638	CP019227	2264	2497	2681	2878	3093	3284	3494	3754	4080	4502	5919
CP019231	1	30343	33.00926079	-	-	-	-	-	-	-	-	Non-mobilizable	CP019231	0	4686	CP019231	2096	2246	2367	2501	2664	2805	2967	3186	3453	3798	4890
CP019232	1	36974	31.99004706	-	-	-	-	-	-	-	-	Non-mobilizable	CP019232	0	5549	CP019232	2812	3169	3542	4014	4590	5289	6115	7028	8263	10040	16380
CP019233	1	5650	32.01769912	rep_cluster_1925	001365__CP017576	-	-	-	-	-	-	Non-mobilizable	CP019233	0	640	CP019233	2077	2223	2342	2472	2629	2768	2930	3148	3415	3756	4836
CP019234	1	83894	32.08453525	rep_cluster_163	001022__CP009333_00086	MOBP	CP019234_00052	MPF_T	NC_018686_00120,NC_006578_00007	-	-	Conjugative	CP019234	0	4620	CP019234	2038	2179	2298	2428	2582	2721	2882	3100	3363	3699	4759
CP019235	1	98137	34.53641338	-	-	-	-	-	-	-	-	Non-mobilizable	CP019235	0	2545	CP019235	2609	2966	3339	3811	4387	5086	5912	6825	8060	9837	16177
CP019237	1	23892	61.22970032	-	-	-	-	-	-	-	-	Non-mobilizable	CP019237	0	8404	CP019237	2685	3042	3415	3887	4463	5162	5988	6901	8136	9913	16253
CP019238	1	71276	64.44385207	IncP	000177__AB237782_00014	MOBP	NC_001735_00050	MPF_T	NC_008459_00022,NC_004956_00085,NC_007353_00043,NC_001735_00049	MOBP	KU302802	Conjugative	CP019238	0	131	CP019238	2264	2518	2787	3122	3414	3692	3986	4314	4711	5231	7034
CP019241	1	31911	58.43752938	-	-	-	-	-	-	-	-	Non-mobilizable	CP019241	0	8405	CP019241	3968	4325	4698	5170	5746	6445	7271	8184	9419	11196	17536
CP019242	1	107251	54.30905073	-	-	MOBP	CP019242_00008	-	-	-	-	Mobilizable	CP019242	0	5914	CP019242	3367	3724	4097	4569	5145	5844	6670	7583	8818	10595	16935
CP019244	1	71430	52.53954921	IncFIA	CP022610_00144	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_019037_00027,NC_010488_00021,NC_014615_00033,NC_008460_00107,08-5333_00200	-	-	Conjugative	CP019244	0	64	CP019244	2264	2518	2787	3127	3568	4168	4898	5723	6894	8668	14998
CP019246	1	45156	51.62769067	-	-	-	-	-	-	-	-	Non-mobilizable	CP019246	0	7736	CP019246	1747	1861	1950	2058	2182	2291	2419	2587	2796	3062	3983
CP019247	1	151049	50.94108534	IncFIC,rep_cluster_2244,IncFIB	AY458016,CP033091_00053,000095__NZ_CP014273_00094	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_014615_00033,NC_008460_00107,08-5333_00200	-	-	Conjugative	CP019247	0	758	CP019247	2264	2518	2787	3127	3568	4168	4898	5723	6777	8097	13097
